,event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
6,shot,a0a55cf9-af94-4ebc-9aeb-e1490714a81a,255,1,00:07:37.303,7,37,21,Chicago Red Stars,From Throw In,False,Chicago Red Stars,Vanessa DiBernardo,Right Wing,1.407,,0.012221376,cb3e9515-f3a0-4cdd-9961-69210a1a278c,Right Foot,Open Play,Saved,Normal,,,,,,,85.0,44.0,117.0,37.8,1.8
7,shot,b82079e9-3d2d-41dc-9a64-684f7ff5b65f,272,1,00:08:33.688,8,33,24,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Left Center Forward,0.881,True,0.2731105,22adc103-05be-484c-9515-004ffc26a842,Right Foot,Open Play,Off T,Normal,,,,True,,,107.0,49.0,120.0,43.3,2.9
8,shot,16b5a277-d4d4-4412-9d71-240dd9fed54a,300,1,00:09:51.467,9,51,27,Chicago Red Stars,From Throw In,False,Chicago Red Stars,Vanessa DiBernardo,Right Wing,0.409,,0.018270995,6532f5c9-0a20-46b5-ab01-1742ddce4107,Right Foot,Open Play,Blocked,Normal,,,,,,,88.0,45.0,99.0,43.0,
9,shot,3a91282b-4e03-4859-91d8-655011262d93,304,1,00:09:53.567,9,53,27,Chicago Red Stars,From Throw In,False,Chicago Red Stars,Julie Ertz,Right Center Midfield,1.687,,0.011664818,,Left Foot,Open Play,Off T,Normal,,,,,,,84.0,34.0,119.0,48.4,1.5
10,shot,aa2069b9-e6ba-4ac0-8877-47f8d138685a,322,1,00:10:22.594,10,22,28,North Carolina Courage,From Goal Kick,False,North Carolina Courage,Débora Cristiane de Oliveira,Left Wing,0.332,,0.02769352,13e37c7a-7669-443c-b520-31da68b7bd64,Right Foot,Open Play,Blocked,Normal,,,,,,,94.0,34.0,99.0,37.0,
11,shot,9d55ce62-3488-4109-bbad-a341dcfd1916,485,1,00:14:56.365,14,56,40,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Morgan brain,Left Center Midfield,0.982,,0.08131794,2183aa6a-b75e-4e1a-b8d7-f41b79da8f60,Left Foot,Open Play,Off T,Half Volley,True,,,,,,100.0,39.0,119.0,35.3,3.8
12,shot,deb2ca17-70d7-475e-8fb9-315e39e3bccc,496,1,00:15:32.714,15,32,42,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Left Center Forward,0.114,,0.101691976,f4cf2727-2ca0-4ff3-8ea2-82f745deb078,Right Foot,Open Play,Blocked,Normal,,,,,,,104.0,51.0,105.0,50.0,
13,shot,5f7f8ca2-ecd1-4efb-abe4-733c586c0755,500,1,00:16:04.785,16,4,43,Chicago Red Stars,From Corner,False,Chicago Red Stars,Morgan brain,Left Center Midfield,1.131,,0.025708357,65adadad-3625-48c6-a9e6-d82ac2d3d6eb,Head,Open Play,Blocked,Normal,,,,,,,108.0,36.0,117.0,38.0,
14,shot,90c11b45-ce07-423c-8ccb-1dfca60af5e6,587,1,00:19:05.594,19,5,51,North Carolina Courage,Regular Play,False,North Carolina Courage,Lynn Williams,Right Center Forward,1.935,,0.3717106,5e8d30a2-52a9-466c-a020-5af0ffa66c2f,Left Foot,Open Play,Off T,Normal,True,,,True,,,114.0,39.0,120.0,42.9,3.3
15,shot,f12133b1-54f5-4627-93f3-f9dcc00f4b7d,601,1,00:19:53.912,19,53,53,North Carolina Courage,Regular Play,False,North Carolina Courage,Crystal Alyssia Dunn,Right Wing,2.251,,0.074693695,8272830d-ff61-4184-977e-22380005cda1,Left Foot,Open Play,Goal,Normal,,,,,,,101.0,39.0,120.0,43.5,0.7
16,shot,149f41a8-0a27-4da6-9f67-da81abbd7708,983,1,00:35:32.498,35,32,86,North Carolina Courage,From Throw In,False,North Carolina Courage,Lynn Williams,Right Center Forward,2.585,,0.029857328,2757be16-32cf-45cc-aeeb-57c845a5afbe,Head,Open Play,Off T,Normal,,,,,,,106.0,38.0,120.0,32.4,0.4
17,shot,ec084fc4-010d-4eb2-bf4f-c3110d94413e,1027,1,00:38:42.395,38,42,91,North Carolina Courage,From Free Kick,False,North Carolina Courage,Débora Cristiane de Oliveira,Left Wing,0.526,,0.10222444,,Right Foot,Free Kick,Blocked,Normal,,,,,,,96.0,36.0,106.0,38.0,
18,shot,20cc3f67-cbb7-451d-81ec-f25c0814998f,1031,1,00:38:44.821,38,44,91,North Carolina Courage,From Free Kick,False,North Carolina Courage,McCall Zerboni,Left Center Midfield,0.211,,0.017801639,,Left Foot,Open Play,Blocked,Normal,,,,,,True,102.0,22.0,102.0,27.0,
19,shot,f6f7abaa-f54a-461c-8691-7b94dede864e,1258,1,00:45:54.742,45,54,110,North Carolina Courage,From Corner,False,North Carolina Courage,Abby Erceg,Left Center Back,0.36,,0.011489568,3620b074-043e-44dc-a0ec-9c01164a43d9,Head,Open Play,Off T,Normal,,,,,,,108.0,48.0,119.0,47.6,0.3
20,shot,acbe320b-729a-4841-905d-2038aea2ba51,1299,2,00:00:45.260,45,45,115,North Carolina Courage,Regular Play,False,North Carolina Courage,Crystal Alyssia Dunn,Right Wing,0.371,,0.04129523,,Right Foot,Open Play,Blocked,Normal,True,,,,,,100.0,48.0,107.0,48.0,
21,shot,f0c0ce30-0a06-4112-87fb-3bf7bc58d569,1467,2,00:08:01.232,53,1,133,North Carolina Courage,Regular Play,False,North Carolina Courage,Denise O'Sullivan,Right Center Midfield,1.875,,0.012226806,,Right Foot,Open Play,Saved,Normal,,,,,,,89.0,44.0,118.0,42.5,1.2
22,shot,1570914a-1699-49e0-996b-35a98ea1002e,1520,2,00:09:51.094,54,51,139,Chicago Red Stars,From Throw In,False,Chicago Red Stars,Samantha Kerr,Left Center Forward,0.344,True,0.102383696,54d707d7-6040-4068-ae89-04efd1dee074,Right Foot,Open Play,Blocked,Half Volley,True,,,,,,105.0,43.0,112.0,50.0,
23,shot,5329e256-5cb6-4875-bb38-63c8b322d653,1686,2,00:16:11.440,61,11,156,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Left Center Forward,0.879,,0.05891622,a7f2b7f8-d5be-422b-b689-1f443da807b6,Right Foot,Open Play,Off T,Normal,,,,,,,96.0,38.0,120.0,35.5,0.2
24,shot,9ee9bf85-701b-4d9b-bd89-51e4540b79ef,1787,2,00:19:27.224,64,27,164,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Vanessa DiBernardo,Right Wing,1.74,True,0.045767225,9b3b0149-3e90-471b-97f0-fb786ade6eaf,Right Foot,Open Play,Off T,Normal,,,,,,,97.0,39.0,120.0,46.0,2.7
25,shot,0fa94d0f-662f-4ea0-9fd6-0fbe3587ff25,1820,2,00:21:21.406,66,21,167,North Carolina Courage,Regular Play,False,North Carolina Courage,Lynn Williams,Right Center Forward,0.187,,0.07127485,,Left Foot,Open Play,Blocked,Normal,True,,,,,,108.0,44.0,107.0,43.0,
26,shot,b1639408-5322-4fdb-ba8d-6a0d3048ebb4,1824,2,00:21:22.438,66,22,167,North Carolina Courage,Regular Play,False,North Carolina Courage,Crystal Alyssia Dunn,Right Wing,0.572,,0.066343956,,Left Foot,Open Play,Blocked,Normal,,,,,,,106.0,36.0,108.0,36.0,
27,shot,be5c08f5-6435-4d37-94fe-78efe6ca82cc,1834,2,00:21:35.274,66,35,167,North Carolina Courage,Regular Play,False,North Carolina Courage,Lynn Williams,Right Center Forward,1.822,,0.045180537,af3fdf0d-a4c4-483f-b36b-2d61977d6545,Right Foot,Open Play,Goal,Normal,,,,,,,103.0,37.0,118.0,43.5,2.4
28,shot,31ba3996-e82d-4948-aa2a-dd9face57b9d,1883,2,00:23:41.096,68,41,171,North Carolina Courage,Regular Play,False,North Carolina Courage,Débora Cristiane de Oliveira,Left Wing,2.163,,0.2516554,38b40685-f5e6-4196-a1db-935f9b27579a,Right Foot,Open Play,Goal,Normal,,,,,,,107.0,33.0,118.0,43.5,0.4
29,shot,496bf1eb-f6b1-4c17-8840-204d64dcdc35,1934,2,00:25:43.817,70,43,176,North Carolina Courage,Regular Play,False,North Carolina Courage,Lynn Williams,Right Center Forward,0.57,,0.0693428,e62419e5-aef1-46bf-8c42-aeb699787985,Head,Open Play,Saved,Normal,,,,,,,111.0,34.0,118.0,36.9,1.9
30,shot,a6896d55-5677-4945-bf80-40659221a6cd,1960,2,00:27:11.519,72,11,178,Chicago Red Stars,From Free Kick,False,Chicago Red Stars,Samantha Kerr,Left Center Forward,1.864,,0.03294928,dfc3db6a-6ac9-4335-b8c2-19faae7c02c5,Head,Open Play,Off T,Normal,,,,,,,109.0,52.0,120.0,47.1,0.3
31,shot,29034a0e-6965-45f8-b9c1-c7a3db2e5404,2139,2,00:34:20.145,79,20,194,Chicago Red Stars,From Free Kick,False,Chicago Red Stars,Julie Ertz,Right Center Midfield,1.593,,0.03089336,38ccaa29-7139-4574-854c-84da19df07f4,Head,Open Play,Blocked,Normal,,,,,,,111.0,33.0,113.0,36.0,
32,shot,53d7246d-b5ee-4041-b3f4-ce2364dbdb05,2237,2,00:38:42.286,83,42,204,North Carolina Courage,From Free Kick,False,North Carolina Courage,Kristen Hamilton,Left Center Forward,1.163,,0.29477394,56f59497-9070-4d70-ae15-c83ed8444cdb,Right Foot,Open Play,Wayward,Normal,True,,,,,,111.0,41.0,114.0,35.0,
33,shot,bb9d1c8b-8fa9-4564-92f6-f418a3bc83bc,2340,2,00:41:42.323,86,42,209,North Carolina Courage,Regular Play,False,North Carolina Courage,Samantha Mewis,Left Defensive Midfield,1.223,,0.015768701,c928b5cc-849b-4200-9858-f0fa9c0fa2f5,Right Foot,Open Play,Blocked,Normal,,,,,,,85.0,50.0,100.0,39.0,
34,shot,de0b610d-9657-4ef5-9fa6-642d4df3eb35,2350,2,00:41:50.859,86,50,209,North Carolina Courage,Regular Play,False,North Carolina Courage,Kristen Hamilton,Left Center Forward,1.088,,0.1235087,bb80a5ee-9f9e-4136-b8fd-bdc9ab7fd50c,Head,Open Play,Goal,Normal,,,,,,,112.0,43.0,118.0,40.9,2.0
35,shot,66da418f-c933-4b2c-8f5e-3185e77b3241,2428,2,00:47:10.346,92,10,213,Chicago Red Stars,Other,False,Chicago Red Stars,Yuki Nagasato,Right Center Forward,0.572,,0.76,,Right Foot,Penalty,Goal,Normal,,,,,,,109.0,41.0,120.0,36.4,0.7
0,shot,8f44f716-6805-4124-8293-8a32a8888178,35,1,00:00:50.545,0,50,4,Chicago Red Stars,From Throw In,False,Chicago Red Stars,Samantha Kerr,Center Forward,0.119,,0.19574183,,Left Foot,Open Play,Saved,Normal,,,,,,,107.0,42.0,112.0,41.3,1.2
1,shot,cbe7ce69-8533-4d73-af3b-cd540a608a9c,153,1,00:05:01.958,5,1,15,Washington Spirit,Regular Play,False,Washington Spirit,Ashley Hatch,Center Forward,2.836,,0.04142166,a5170a01-22f2-480c-b0b3-60d75dcc17d6,Left Foot,Open Play,Wayward,Normal,,True,,True,,,118.0,30.0,117.0,64.0,
2,shot,902e18fc-e47f-4488-8911-189facff7f7a,237,1,00:07:30.660,7,30,22,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Center Forward,0.137,,0.030635165,,Left Foot,Open Play,Blocked,Normal,,,,,,,107.0,23.0,111.0,27.0,
3,shot,fd11fa24-8869-4597-9b05-24f3ef80cce2,275,1,00:09:38.153,9,38,25,Washington Spirit,From Free Kick,False,Washington Spirit,Ashley Hatch,Center Forward,1.574,,0.018268455,52420961-29bd-49a4-9a9d-221dd5ace863,Head,Open Play,Wayward,Normal,,,,True,,,113.0,53.0,117.0,62.0,
4,shot,a29931f5-bcbe-4a1f-acd3-c7c37250f0f8,285,1,00:10:19.053,10,19,26,Chicago Red Stars,From Goal Kick,False,Chicago Red Stars,Samantha Kerr,Center Forward,1.522,,0.30020934,fe397d5e-58b1-46b9-b5d2-7cc74ddc608f,Right Foot,Open Play,Saved,Lob,,,,,,,99.0,38.0,115.0,41.5,2.0
5,shot,593cfcdd-0b04-483e-9976-0667916a39b8,335,1,00:12:43.374,12,43,33,Chicago Red Stars,From Free Kick,False,Chicago Red Stars,Michele Vasconcelos,Left Wing,1.221,,0.026227107,,Right Foot,Open Play,Post,Normal,,,,,,,98.0,53.0,120.0,36.5,2.7
6,shot,f2191cbe-bf2a-44ff-a6b1-efcc91745358,366,1,00:13:38.648,13,38,36,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Yuki Nagasato,Center Attacking Midfield,1.106,,0.04179702,,Right Foot,Open Play,Saved,Normal,,,,,,,96.0,38.0,117.0,43.3,0.3
7,shot,e1961375-162f-4852-aff4-d9ecb5fae0e8,379,1,00:14:02.533,14,2,38,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Center Forward,0.856,,0.089681104,68e67d14-fbd8-42af-bd0a-ab9b3c6873a1,Right Foot,Open Play,Saved,Normal,,,,,,,102.0,53.0,117.0,37.5,0.1
8,shot,a1a2c79d-6e85-4ae8-adb1-04abfabe6009,810,1,00:29:45.716,29,45,80,Chicago Red Stars,From Free Kick,False,Chicago Red Stars,Michele Vasconcelos,Left Wing,1.059,,0.037102256,cd3dce84-3de3-4fe4-bd5c-28f1b8106e5a,Right Foot,Open Play,Saved,Normal,,,,,,,104.0,29.0,116.0,40.2,1.0
9,shot,38345e9b-444b-40f3-9466-f09f9210b8ef,888,1,00:32:46.069,32,46,86,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Alyssa Mautz,Right Wing,1.967,,0.02093081,da743669-e945-4d91-a8e2-f554343369a8,Right Foot,Open Play,Off T,Normal,,,,,,True,95.0,57.0,119.0,37.3,3.8
10,shot,904e7cda-6a97-47bf-8e23-c5b39a61d689,893,1,00:33:19.562,33,19,87,Chicago Red Stars,From Corner,False,Chicago Red Stars,Casey Short,Left Back,1.223,,0.02881074,00d63192-635e-4b96-abf6-0203fda8336e,Head,Open Play,Goal,Normal,,,,,,,111.0,34.0,119.0,36.4,0.4
11,shot,5df48f3c-359e-4408-9e19-eabc2211438a,908,1,00:34:56.795,34,56,89,Chicago Red Stars,From Free Kick,False,Chicago Red Stars,Yuki Nagasato,Center Attacking Midfield,0.472,,0.0831445,c63478da-60e2-42ca-bc30-72dfc00c090e,Head,Open Play,Off T,Normal,,,,,,,117.0,37.0,120.0,38.7,3.2
12,shot,23de9612-8e10-4b16-9b25-ca85d7d87acf,1145,1,00:44:49.939,44,49,114,Washington Spirit,From Free Kick,False,Washington Spirit,Ashley Hatch,Center Forward,1.701,,0.08433859,27aa60da-6c57-4af7-a0ee-734c2b137d33,Head,Open Play,Off T,Normal,,,,,,,112.0,38.0,120.0,34.7,0.4
13,shot,51fa2ae8-f90a-478b-9343-759285d82986,1165,1,00:45:49.925,45,49,116,Washington Spirit,Regular Play,False,Washington Spirit,Ashley Hatch,Center Forward,0.527,True,0.02572044,e319595f-b508-4a8e-9e09-0ae71ca3c547,Right Foot,Open Play,Blocked,Normal,,,,,,True,91.0,33.0,99.0,37.0,
14,shot,73c0be8e-a5aa-448f-81cf-130251f6a599,1169,1,00:46:21.336,46,21,117,Washington Spirit,From Corner,False,Washington Spirit,Ashley Hatch,Center Forward,0.495,,0.035274044,5574d8ad-7713-4ec9-b78b-ad4bbd6c5f92,Head,Open Play,Blocked,Normal,,,,,,,119.0,33.0,118.0,37.0,
15,shot,410b5763-1f4e-4e4c-a347-be6c1f1ccd79,1201,2,00:00:55.075,45,55,119,Washington Spirit,From Corner,False,Washington Spirit,Andi Sullivan,Left Center Midfield,0.528,,0.03817167,22e6b6dd-0f89-4df4-a1c4-0ef3ccbd9bf5,Right Foot,Open Play,Blocked,Normal,True,,,,,,96.0,39.0,101.0,39.0,
16,shot,4e15e2f1-9a71-41e9-9520-60c157b954c2,1214,2,00:01:30.659,46,30,120,Washington Spirit,From Corner,False,Washington Spirit,Ashley Hatch,Center Forward,0.256,,0.046766624,e8696c85-1fbd-4bf2-a131-6383de3c844b,Head,Open Play,Wayward,Normal,,,,,,,112.0,39.0,110.0,43.0,
17,shot,61e6398b-145b-4679-ad57-9fbdf82ed325,1246,2,00:02:43.395,47,43,123,Washington Spirit,From Free Kick,False,Washington Spirit,Francisca Ordega,Left Wing,0.319,,0.21791069,247a933e-b855-44cc-adc9-64ee34f1b7b8,Right Foot,Open Play,Blocked,Half Volley,True,,,,,,110.0,32.0,119.0,29.0,
18,shot,b430a9d9-a7c0-4b52-9521-f00baebf6787,1263,2,00:04:04.672,49,4,124,Washington Spirit,From Free Kick,False,Washington Spirit,Caprice Dydasco,Left Back,0.958,,0.023822162,,Left Foot,Open Play,Off T,Normal,True,,,,,,99.0,21.0,119.0,40.4,4.0
19,shot,36f0795d-96bd-4f2b-8958-e1831337a6e2,1440,2,00:08:42.684,53,42,140,Washington Spirit,Regular Play,False,Washington Spirit,Ashley Hatch,Center Forward,1.383,,0.21822904,404300cd-b2f4-401c-9243-64530b834fad,Right Foot,Open Play,Off T,Normal,True,,,,,,113.0,43.0,120.0,39.8,6.1
20,shot,a05d2be8-6266-4df7-8bac-111dd1c3ed13,1490,2,00:11:46.661,56,46,148,Chicago Red Stars,From Keeper,False,Chicago Red Stars,Samantha Kerr,Center Forward,0.806,,0.072456844,542b5fff-c544-4e6f-ad83-7d00bef043b2,Right Foot,Open Play,Saved,Normal,,,,,,,111.0,29.0,118.0,37.3,0.6
21,shot,f52b1e0e-f585-4046-b174-1b100afb7238,1514,2,00:12:23.830,57,23,150,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Alyssa Mautz,Right Wing,0.762,True,0.089659676,,Right Foot,Open Play,Off T,Normal,,,,,,,112.0,52.0,120.0,35.3,0.2
22,shot,b3c84ab7-94f9-417a-8d3a-2538f91cd68c,1548,2,00:14:07.271,59,7,154,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Yuki Nagasato,Center Attacking Midfield,1.007,,0.1745533,d704258f-3fa5-4107-9cd5-9a10aebf9afc,Head,Open Play,Goal,Overhead Kick,,,,,,True,111.0,43.0,120.0,36.4,1.4
23,shot,18d7b93b-21c6-4bb9-8e35-dfdf8efbe260,1561,2,00:15:18.667,60,18,156,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Michele Vasconcelos,Left Wing,0.782,,0.063787155,2d17cd3e-3767-40c7-bf8e-b5128cbe05bb,Right Foot,Open Play,Off T,Normal,,,,,,,105.0,47.0,120.0,42.0,3.3
24,shot,514004d5-104c-4371-a384-bed92f84c791,1584,2,00:16:05.040,61,5,157,Washington Spirit,Regular Play,False,Washington Spirit,Andi Sullivan,Left Center Midfield,0.429,True,0.022048946,6f80878a-f2b2-4357-9a25-e2c8100ed543,Right Foot,Open Play,Blocked,Normal,,,,,,,105.0,24.0,107.0,27.0,
25,shot,ac80658c-4f08-47d2-b8e1-bfe1f323dce9,1593,2,00:16:16.256,61,16,157,Washington Spirit,Regular Play,False,Washington Spirit,Tori Huster,Right Wing,0.412,,0.2410908,25557e4a-0b1d-4c70-81a6-4b904af86e67,Left Foot,Open Play,Blocked,Half Volley,True,,,,,,109.0,43.0,114.0,41.0,
26,shot,bd6d4ef9-3c3f-4cfa-9ff4-e808c7a650df,1760,2,00:22:20.986,67,20,168,Washington Spirit,From Corner,False,Washington Spirit,Ashley Hatch,Center Forward,1.02,,0.01149192,7d9da744-2824-480e-8027-c14464eb5943,Head,Open Play,Blocked,Normal,,,,,,,109.0,31.0,114.0,35.0,
27,shot,da8d18f3-f012-4f01-ac1c-aed1be9a0692,1765,2,00:22:22.045,67,22,168,Washington Spirit,From Corner,False,Washington Spirit,Francisca Ordega,Left Wing,0.294,,0.33805278,,Right Foot,Open Play,Saved,Volley,,,True,,,,116.0,38.0,117.0,36.9,0.7
28,shot,5077818f-b0c9-4f56-90f8-9a569b26d4fe,1800,2,00:23:38.345,68,38,171,Washington Spirit,Regular Play,False,Washington Spirit,Taylor Smith,Right Back,0.834,,0.020268401,,Right Foot,Open Play,Blocked,Normal,,,,,,,91.0,54.0,110.0,43.0,
29,shot,c3e204a7-e9b5-487e-9499-20b2d02e8988,1872,2,00:27:05.254,72,5,177,Chicago Red Stars,From Corner,False,Chicago Red Stars,Samantha Kerr,Center Forward,0.929,,0.17882423,c49b1991-5ece-4b26-bfb7-c8fe690909de,Head,Open Play,Saved,Diving Header,,,,,,,115.0,45.0,120.0,38.0,0.5
30,shot,879dbdb0-f920-4722-841f-7702143ed0d1,1904,2,00:28:20.680,73,20,179,Washington Spirit,From Free Kick,False,Washington Spirit,Francisca Ordega,Left Attacking Midfield,2.211,,0.03980634,47d3d62a-6f73-469b-8d75-a09e6d69d75a,Right Foot,Open Play,Saved,Volley,True,,,,,,98.0,39.0,118.0,42.4,0.7
31,shot,96138a08-8440-4abf-beed-2c5876f052c2,2102,2,00:34:28.731,79,28,192,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Center Forward,0.7,True,0.09550071,99065761-063c-4e15-8642-9a6d9be788d0,Right Foot,Open Play,Off T,Volley,,,,,,,106.0,45.0,120.0,43.6,3.1
32,shot,b466291c-fb37-4778-8cb8-19614650e0c2,2125,2,00:35:55.404,80,55,194,Washington Spirit,From Corner,False,Washington Spirit,Caprice Dydasco,Left Back,0.331,,0.020130519,,Right Foot,Open Play,Wayward,Half Volley,True,,,,,,93.0,47.0,113.0,56.0,
33,shot,b9ca123b-5ba6-464a-9909-aed8a9a2de44,2173,2,00:37:41.555,82,41,197,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Center Forward,1.254,,0.077385135,0f09cafd-a254-4ae5-8d69-7dd7bacca058,Head,Open Play,Off T,Normal,,,,,,,108.0,44.0,120.0,35.3,0.8
34,shot,70a54dd3-cc78-4f7e-b838-ea1deae397e7,2241,2,00:40:46.596,85,46,205,Chicago Red Stars,From Free Kick,False,Chicago Red Stars,Yuki Nagasato,Left Wing,1.49,,0.039872423,,Right Foot,Free Kick,Off T,Normal,,,,,,,97.0,56.0,120.0,42.9,3.4
35,shot,0f4bfca5-4e69-43b9-9ba5-4c67ed4f245b,2324,2,00:43:33.290,88,33,215,Washington Spirit,From Corner,False,Washington Spirit,Estelle Johnson,Left Center Back,0.527,,0.0379541,8889150a-0029-4236-869b-d3828fa27a0d,Left Foot,Open Play,Wayward,Volley,True,,,,,,106.0,32.0,109.0,30.0,
36,shot,923d0000-c60e-4e14-ae23-f1d874d704fc,2330,2,00:43:35.078,88,35,215,Washington Spirit,From Corner,False,Washington Spirit,Joanna Lohman,Right Center Midfield,1.341,True,0.07410356,,Right Foot,Open Play,Off T,Half Volley,,,,,,,110.0,45.0,119.0,34.9,0.4
37,shot,28d84b9e-ebd5-45d8-ae4d-d97199b924ad,2390,2,00:45:37.908,90,37,220,Chicago Red Stars,From Counter,False,Chicago Red Stars,Brooke Elby,Right Back,0.3,True,0.42925748,a21d13bb-8228-4682-9a76-4f1846a6055f,Right Foot,Open Play,Saved,Normal,,,,True,,,104.0,47.0,107.0,38.7,0.4
0,shot,8614bf78-65bf-4c17-9373-abc5658d8435,64,1,00:01:13.590,1,13,7,Chicago Red Stars,From Throw In,False,Chicago Red Stars,Samantha Kerr,Center Forward,2.302,,0.02335964,019ab9ef-2072-493f-bea0-a2607d231b99,Right Foot,Open Play,Off T,Volley,True,,,,,,92.0,46.0,120.0,34.4,0.4
1,shot,0615f321-5499-4803-a854-bba050d049fe,93,1,00:02:05.261,2,5,9,Chicago Red Stars,From Counter,False,Chicago Red Stars,Samantha Kerr,Center Forward,0.298,,0.085223906,f769f520-3964-43f4-acf2-36bcb1098826,Right Foot,Open Play,Wayward,Volley,,,,,,,110.0,42.0,112.0,47.0,
2,shot,290f3b9c-42cf-425a-bb5c-d354d3684599,195,1,00:06:39.497,6,39,19,Sky Blue FC,Regular Play,False,Sky Blue FC,Imani Dorsey,Left Defensive Midfield,1.071,,0.31783098,01485cfb-e979-4441-8506-27cb91105274,Right Foot,Open Play,Saved,Normal,,,,True,,,107.0,34.0,108.0,42.5,0.5
3,shot,94b709ec-acb9-4674-9bfc-af18bda6bc5a,306,1,00:10:46.339,10,46,28,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Center Forward,0.309,,0.13202047,14e33b69-4e05-4401-b49c-ea8e760112d2,Right Foot,Open Play,Saved,Normal,True,,,True,,,114.0,55.0,118.0,38.2,0.5
4,shot,6fd8f5ca-f223-4848-8f50-300c062830f7,423,1,00:15:32.325,15,32,42,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Center Forward,1.209,,0.18860632,ed115308-0f38-45c8-9ee2-d9a655a738aa,Right Foot,Open Play,Saved,Normal,,,,True,,,116.0,50.0,119.0,42.7,0.2
5,shot,71b2879c-04df-460d-9a28-78d92cbf4551,445,1,00:16:51.626,16,51,45,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Center Forward,0.323,,0.20113246,b941902d-6b24-449a-be07-d886d4edc72a,Right Foot,Open Play,Blocked,Normal,,,,,,,111.0,49.0,112.0,51.0,
6,shot,146c781b-448a-4412-966b-713b47f7ad64,512,1,00:20:15.500,20,15,53,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Yuki Nagasato,Center Attacking Midfield,0.45,,0.3240828,e1682a9c-fca2-44ee-b393-de212b9c77af,Right Foot,Open Play,Saved,Normal,True,,,,,,107.0,46.0,113.0,41.5,1.8
7,shot,a4a38547-48a7-4980-8f78-cfc12e56ee88,707,1,00:27:56.679,27,56,69,Chicago Red Stars,From Throw In,False,Chicago Red Stars,Alyssa Mautz,Right Midfield,1.497,,0.08276731,464d0cb7-3138-4d7b-8781-eb068e0ac1a9,Left Foot,Open Play,Saved,Normal,,,,,,,95.0,54.0,119.0,43.5,1.9
8,shot,2fbdf54c-c57f-40eb-9203-954264a430b4,874,1,00:34:51.082,34,51,81,Chicago Red Stars,From Counter,False,Chicago Red Stars,Michele Vasconcelos,Left Midfield,1.285,,0.5015494,d00d7afd-f358-4884-8592-a26862bbf4e3,Right Foot,Open Play,Off T,Normal,True,,,,,,112.0,40.0,120.0,34.7,0.7
9,shot,04f56047-2258-4429-8712-b51cf54d2fdf,972,1,00:39:14.453,39,14,91,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Samantha Kerr,Center Forward,1.508,,0.054711238,4deedc36-529d-4e76-ae42-3460f9d4b572,Right Foot,Open Play,Goal,Normal,,,,,,,103.0,50.0,120.0,36.5,1.2
10,shot,c7e2323b-7348-43a2-831d-a462ec46d224,988,1,00:40:27.617,40,27,95,Chicago Red Stars,Regular Play,False,Chicago Red Stars,Yuki Nagasato,Center Attacking Midfield,0.251,,0.016446363,50d722f9-bfad-441f-afdc-b44e07894e9b,Right Foot,Open Play,Blocked,Normal,,,,,,,107.0,61.0,109.0,61.0,
11,shot,493d3978-e08f-4db4-9ceb-488e9d2c438e,1022,1,00:42:08.970,42,8,99,Chicago Red Stars,From Free Kick,False,Chicago Red Stars,Alyssa Mautz,Right Midfield,0.156,,0.3003243,aa200b9a-68b9-4b42-ad2d-ed6f26eabd55,Right Foot,Open Play,Wayward,Normal,True,,,,,,115.0,44.0,117.0,37.0,
12,shot,1b1e0e9b-0d2a-4d30-8b07-3d5c58b20d8a,1026,1,00:42:10.560,42,10,99,Chicago Red Stars,From Free Kick,False,Chicago Red Stars,Julie Ertz,Left Center Back,0.406,,0.42325526,,Right Foot,Open Play,Saved,Normal,,,,,True,,118.0,38.0,118.0,39.8,0.8
