,event_type,id,index,period,timestamp,minute,second,possession,possession_team,play_pattern,off_camera,team,player,position,duration,under_pressure,statsbomb_xg,key_pass_id,body_part,type,outcome,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,start_location_x,start_location_y,end_location_x,end_location_y,end_location_z
21,shot,d6623294-6542-4e6c-b65c-cd5d93d1c19c,2105,2,00:22:11.013,67,11,159,Manchester City WFC,Regular Play,False,Manchester City WFC,Georgia Stanway,Left Wing,1.549654,,0.03629277,30d14750-dd50-411a-a450-c1ee4c374de2,Right Foot,Open Play,Goal,Normal,,,,,,,99.0,38.0,120.0,36.4,1.0
22,shot,cfb8e3a7-2ea2-43ee-96c8-6e93c87ec54d,2157,2,00:25:07.373,70,7,163,Brighton & Hove Albion WFC,From Throw In,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,0.230673,,0.20632134,,Right Foot,Open Play,Blocked,Normal,,,,,,,105.0,35.0,107.0,36.0,
23,shot,8351f5af-1b3c-49fe-8f30-156cbb89e765,2168,2,00:25:23.610,70,23,164,Manchester City WFC,From Counter,False,Manchester City WFC,Claire Emslie,Right Center Midfield,0.6402,,0.08114594,2e6c0c33-2414-48c7-b1d5-f1071f007385,Right Foot,Open Play,Blocked,Normal,,True,,,,,114.0,27.0,120.0,40.0,
24,shot,d4e8def2-9544-410e-b096-7d4ca7192524,2192,2,00:25:50.714,70,50,166,Manchester City WFC,Regular Play,False,Manchester City WFC,Claire Emslie,Right Center Midfield,1.375178,True,0.10721629,aa771f86-0bc5-4bd3-bf88-3a9924b5d6f4,Right Foot,Open Play,Saved,Normal,,,,,,,116.0,30.0,120.0,36.7,2.0
25,shot,59b141cc-4aa7-4fbb-8874-0d9c6c4c6a85,2212,2,00:27:02.328,72,2,169,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Aileen Whelan,Left Midfield,0.0572,,0.041823544,daa0540e-b2b2-44b2-8808-388105b0854a,Head,Open Play,Wayward,Normal,,,,,,,111.0,46.0,115.0,38.0,
26,shot,80513f4a-09d2-4feb-981d-ba531f303fa9,2215,2,00:27:02.473,72,2,169,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Victoria Williams,Left Center Back,0.1023,,0.06406178,,Head,Open Play,Wayward,Normal,,,True,,,,110.0,42.0,112.0,2.0,
27,shot,2eb71313-bca2-42a0-bfeb-7ac96dc5fbbc,2431,2,00:33:03.904,78,3,183,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Victoria Williams,Left Center Back,1.72157,,0.010776315,9cd44346-eedb-4e82-88fb-e0a718827536,Right Foot,Open Play,Off T,Normal,,,,,,,81.0,31.0,119.0,48.2,3.6
28,shot,5253dbde-5621-48dc-b653-d1da4c03670e,2541,2,00:35:57.050,80,57,190,Manchester City WFC,Regular Play,False,Manchester City WFC,Caroline Weir,Left Center Midfield,1.674274,,0.059998594,34d0da8b-2cc0-4081-b08e-3890a4c6a7b3,Right Foot,Open Play,Off T,Normal,,,,,,,96.0,40.0,120.0,42.9,2.9
29,shot,558832a6-57e9-4416-a622-37553c639de9,2559,2,00:36:51.472,81,51,194,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Iniabasi Anefiok Umotong,Center Forward,2.933561,,0.18792999,0cdf79ea-557e-4b2d-8ba9-5fce0e4f0439,Right Foot,Open Play,Off T,Volley,,,,,,,111.0,43.0,119.0,47.6,0.3
30,shot,c836d141-2024-43a2-ac3d-74bf5c856ed6,2576,2,00:37:37.382,82,37,195,Manchester City WFC,From Goal Kick,False,Manchester City WFC,Nikita Parris,Center Forward,1.447765,,0.030907128,735c12ee-ea17-4d3d-97f2-b9886f5e9168,Right Foot,Open Play,Off T,Normal,,,,,,,96.0,31.0,120.0,35.6,1.6
31,shot,e1725096-45b3-4b95-8174-5d01654e0bcc,2630,2,00:40:17.418,85,17,201,Manchester City WFC,Regular Play,False,Manchester City WFC,Nikita Parris,Center Forward,0.2708,,0.43154705,0600f879-3dcf-48e3-8ac1-129503b1ad65,Right Foot,Open Play,Saved,Normal,,,,True,,,111.0,37.0,116.0,39.6,1.3
32,shot,96c8417f-f24b-4e12-a437-7c8c5ef4cfd7,2634,2,00:40:19.758,85,19,201,Manchester City WFC,Regular Play,False,Manchester City WFC,Georgia Stanway,Left Wing,1.492812,,0.3286528,,Right Foot,Open Play,Off T,Normal,True,,,,,,107.0,49.0,120.0,33.6,0.2
33,shot,5a9d0841-c238-4022-8d89-555d3d24596c,2662,2,00:41:31.240,86,31,203,Manchester City WFC,Regular Play,False,Manchester City WFC,Nikita Parris,Center Forward,0.839125,,0.4224004,71baacbb-03f1-48c7-9320-caedf44a4372,Head,Open Play,Goal,Normal,,,,True,,,116.0,42.0,120.0,43.6,2.0
34,shot,c8ad8276-e68b-41fa-b31c-b052b3e58d6a,2772,2,00:45:04.185,90,4,212,Manchester City WFC,From Throw In,False,Manchester City WFC,Claire Emslie,Right Center Midfield,0.897475,,0.61306435,25a11ef7-26e3-4d1b-b973-c9e7d1f77291,Right Foot,Open Play,Goal,Normal,,,,,,,113.0,46.0,120.0,42.5,2.2
0,shot,63cf6b3a-a8a0-4a4c-8a8a-feb54e528ced,168,1,00:05:25.406,5,25,11,Arsenal WFC,From Throw In,False,Arsenal WFC,Vivianne Miedema,Center Forward,0.4101,,0.14000754,0d9b2b71-7107-47a3-af1c-c8ce348f32b7,Right Foot,Open Play,Blocked,Normal,True,,,,,,111.0,46.0,113.0,43.0,
1,shot,47d46994-cc5b-4d1c-acdd-a48639b96509,173,1,00:05:26.351,5,26,11,Arsenal WFC,From Throw In,False,Arsenal WFC,Vivianne Miedema,Center Forward,1.340979,,0.32936543,,Right Foot,Open Play,Goal,Normal,True,,,,,,115.0,44.0,118.0,36.9,1.1
2,shot,9cedc966-053d-4b29-8553-d431b0880bd8,406,1,00:13:50.303,13,50,32,Arsenal WFC,From Throw In,False,Arsenal WFC,Lisa Evans,Right Back,0.755837,,0.42006797,b6f188c4-2740-4e0b-a042-e243bf7c0b6a,Right Foot,Open Play,Goal,Normal,True,,,,,,111.0,43.0,119.0,43.5,2.4
3,shot,ee9ff5d4-c2b0-4ff7-9722-925095b8ac71,565,1,00:19:26.527,19,26,44,Arsenal WFC,From Corner,False,Arsenal WFC,Danielle Van de Donk,Right Wing,0.5005,,0.0829878,,Left Foot,Open Play,Blocked,Normal,True,,,,,,105.0,40.0,111.0,40.0,
4,shot,2f94412d-5091-4a01-a037-1ea5289382a7,610,1,00:20:48.753,20,48,48,Liverpool WFC,Regular Play,False,Liverpool WFC,Laura Coombs,Left Center Midfield,0.6668,,0.034939893,,Left Foot,Open Play,Blocked,Volley,,,,,,,97.0,51.0,113.0,50.0,
5,shot,ecef2b99-f19c-47cb-ad06-27de96e42d24,614,1,00:20:50.554,20,50,48,Liverpool WFC,Regular Play,False,Liverpool WFC,Christie Murray,Right Center Midfield,0.2129,,0.19548789,,Right Foot,Open Play,Blocked,Normal,,,,,,,109.0,44.0,113.0,44.0,
6,shot,309e5637-e3ed-4f5c-a450-08c7d5d4fd9a,665,1,00:23:11.947,23,11,54,Arsenal WFC,Regular Play,False,Arsenal WFC,Vivianne Miedema,Center Forward,0.509814,,0.06868798,724d0514-9e17-4c50-9cbc-a105f6f9447f,Right Foot,Open Play,Saved,Normal,True,,,,,,107.0,28.0,116.0,37.3,0.7
7,shot,0e3ed4af-cabb-4186-97a6-aefc96eb2365,739,1,00:24:46.423,24,46,59,Arsenal WFC,Regular Play,False,Arsenal WFC,Katie McCabe,Left Back,0.6117,,0.023709914,,Left Foot,Open Play,Blocked,Normal,,,,,,,97.0,28.0,105.0,30.0,
8,shot,ae8e54f8-cd0d-4abc-82e6-9320f1ea4483,745,1,00:25:25.251,25,25,60,Arsenal WFC,From Corner,False,Arsenal WFC,Louise Quinn,Left Center Back,0.563191,,0.07595657,6f76d6ba-b12a-42b6-8ebe-0884a5efac16,Head,Open Play,Wayward,Normal,,,,,,,111.0,37.0,116.0,25.0,
9,shot,0b7a48c2-4991-4298-8049-fb273a04c0bd,754,1,00:25:34.064,25,34,60,Arsenal WFC,From Corner,False,Arsenal WFC,Louise Quinn,Left Center Back,1.455816,,0.13193041,fe2fdb33-09ae-4e80-abad-57ed43f803d4,Head,Open Play,Off T,Normal,,,,,,,112.0,47.0,119.0,44.7,2.6
10,shot,5074ec66-ea53-4951-a385-f6bad00172a2,864,1,00:28:58.723,28,58,69,Liverpool WFC,From Throw In,False,Liverpool WFC,Christie Murray,Right Center Midfield,1.0384,,0.030101743,6a40a6a7-d64c-4fbe-868e-38c6ec0f248f,Left Foot,Open Play,Saved,Normal,,,,,,,100.0,56.0,120.0,39.3,2.2
11,shot,0596ca37-8cd0-441f-8eb5-cc52f11b9281,1038,1,00:34:03.587,34,3,80,Arsenal WFC,From Free Kick,False,Arsenal WFC,Kim Little,Left Center Midfield,0.920808,,0.09661857,b72b55b6-c1f5-4e71-a470-62b30f4afd9b,Left Foot,Open Play,Goal,Normal,,,,,,,110.0,31.0,118.0,43.3,0.5
12,shot,329c65f2-2e09-4ce5-a969-a94ae3d726ba,1074,1,00:35:58.598,35,58,84,Arsenal WFC,Regular Play,False,Arsenal WFC,Vivianne Miedema,Center Forward,0.4289,,0.14697838,42c374c4-1c21-4318-8a0c-4fa102daae8c,Left Foot,Open Play,Blocked,Normal,,True,,,,,108.0,35.0,113.0,36.0,
13,shot,74d766ec-3cc6-4333-ad46-f6986ce32720,1138,1,00:38:30.496,38,30,89,Arsenal WFC,From Counter,False,Arsenal WFC,Vivianne Miedema,Center Forward,0.563851,,0.48544994,356cefcc-697e-4e90-8bef-8dd489e40e74,Right Foot,Open Play,Blocked,Normal,,,,,,,113.0,40.0,117.0,38.0,
14,shot,57f4bfe7-38e8-4fb0-9731-e7372cbe9070,1328,1,00:45:38.134,45,38,100,Arsenal WFC,From Keeper,False,Arsenal WFC,Bethany Mead,Left Wing,1.810487,,0.21949291,,Right Foot,Open Play,Post,Normal,True,,,,,,115.0,49.0,119.0,40.9,2.6
15,shot,995887fc-4cc9-41a1-b26d-e92d061fce6c,1473,2,00:03:17.576,48,17,111,Liverpool WFC,Regular Play,False,Liverpool WFC,Rinsola Babajide,Right Midfield,2.07667,,0.044224754,,Left Foot,Open Play,Off T,Normal,,,,,,,96.0,43.0,119.0,33.8,0.3
16,shot,b9e87b5e-bc77-4217-a2a3-d841171ab95a,1625,2,00:09:20.962,54,20,123,Liverpool WFC,Regular Play,False,Liverpool WFC,Rinsola Babajide,Right Midfield,1.098391,,0.0132731,,Left Foot,Open Play,Blocked,Normal,,True,,,,,89.0,42.0,98.0,38.0,
17,shot,712e9b5a-be47-469f-ac05-66f9085760cf,1654,2,00:09:51.963,54,51,123,Liverpool WFC,Regular Play,False,Liverpool WFC,Christie Murray,Right Center Midfield,1.809792,,0.027299475,16848cef-ee06-4c96-b598-ee2f983aefac,Right Foot,Open Play,Off T,Normal,,,,,,,90.0,39.0,119.0,34.0,0.2
18,shot,718d45a9-505e-4bc2-9d46-5a3b00bf5d40,1811,2,00:14:12.345,59,12,133,Arsenal WFC,Regular Play,False,Arsenal WFC,Jordan Nobbs,Right Center Midfield,1.251568,,0.06860122,63ae2754-24ab-4830-9522-1e3e5d86184e,Right Foot,Open Play,Saved,Normal,,,,,,,110.0,53.0,120.0,43.6,1.5
19,shot,70ebd118-e62a-439d-abac-af3d0eacd6d2,1889,2,00:16:43.612,61,43,138,Arsenal WFC,From Throw In,False,Arsenal WFC,Vivianne Miedema,Center Forward,0.428939,,0.18082137,5a33d9db-c02d-4256-91ce-d4b3c2bf7a53,Left Foot,Open Play,Blocked,Normal,True,,,,,,114.0,34.0,116.0,34.0,
20,shot,37541558-cbdf-441e-8ac5-00ec10405518,2012,2,00:20:40.048,65,40,144,Arsenal WFC,From Throw In,False,Arsenal WFC,Vivianne Miedema,Center Forward,0.371635,,0.041438144,,Left Foot,Open Play,Blocked,Normal,,,,,,,104.0,41.0,106.0,41.0,
21,shot,85adc442-7229-4d4d-a0f0-76d9db086165,2094,2,00:25:32.285,70,32,151,Arsenal WFC,Regular Play,False,Arsenal WFC,Jordan Nobbs,Right Center Midfield,1.267174,,0.022974534,,Right Foot,Open Play,Saved,Normal,,,,,,,93.0,44.0,120.0,40.4,0.5
22,shot,58267717-569c-482f-b7e8-eef42c455b44,2258,2,00:31:47.187,76,47,165,Arsenal WFC,Regular Play,False,Arsenal WFC,Lia Joelle Wälti,Left Defensive Midfield,0.701862,,0.041689023,,Left Foot,Open Play,Blocked,Normal,,,,,,,108.0,28.0,111.0,33.0,
23,shot,10b0c0c4-80b9-4825-bc62-223d884ff946,2289,2,00:32:42.597,77,42,168,Liverpool WFC,From Keeper,False,Liverpool WFC,Niamh Charles,Secondary Striker,0.2543,,0.30182663,3969212e-1130-4f4b-9f2c-1bab2554caff,Left Foot,Open Play,Saved,Normal,,,,,,,117.0,45.0,119.0,42.2,0.7
24,shot,1411774c-c924-472a-9010-a4838d5caa3d,2294,2,00:33:21.173,78,21,169,Liverpool WFC,From Corner,False,Liverpool WFC,Sophie Elizabeth Bradley-Auckland,Center Back,1.1119,,0.017510895,e53032de-30a2-4f65-8442-41ab8e841bd6,Head,Open Play,Saved,Normal,,,,,,,108.0,36.0,120.0,37.6,1.8
25,shot,9db77d5a-049f-43a1-b08c-2f83db01d44b,2338,2,00:35:27.302,80,27,171,Arsenal WFC,From Free Kick,False,Arsenal WFC,Katie McCabe,Left Back,1.040641,,0.03977828,aaac109f-fa66-4938-8b2b-c92e45437506,Left Foot,Open Play,Saved,Normal,True,,,,,,94.0,45.0,120.0,42.7,0.4
26,shot,c7bd1f62-d181-42f3-bb7a-e7f06b5c7327,2387,2,00:36:46.582,81,46,175,Arsenal WFC,Regular Play,False,Arsenal WFC,Vivianne Miedema,Center Forward,1.275671,,0.2235694,322ce785-949c-43f6-9aef-18a91e6e1c14,Left Foot,Open Play,Off T,Normal,,,,,,,105.0,40.0,120.0,40.0,3.0
27,shot,61f4bdfe-1607-4651-a07b-76e8168e2141,2486,2,00:39:39.062,84,39,181,Arsenal WFC,Regular Play,False,Arsenal WFC,Jordan Nobbs,Center Attacking Midfield,1.866894,,0.037010934,330fe22b-8b32-49bf-ab5e-0c17a47d4d9c,Right Foot,Open Play,Off T,Normal,True,,,,,,106.0,55.0,120.0,35.5,0.8
28,shot,bbeab9da-85fd-47a4-9901-dce60e6075e0,2583,2,00:44:26.487,89,26,189,Arsenal WFC,From Free Kick,False,Arsenal WFC,Vivianne Miedema,Center Forward,0.775136,,0.12182661,7e706c18-676a-4a6e-a9a1-24eddd8797fe,Right Foot,Open Play,Goal,Normal,True,,,,,,106.0,45.0,120.0,42.0,1.9
29,shot,ac1e22b9-70a1-4e94-b962-f5f4feede132,2631,2,00:46:26.017,91,26,194,Liverpool WFC,Regular Play,False,Liverpool WFC,Courtney Sweetman-Kirk,Center Forward,2.71751,,0.016957514,e9d7752b-318f-47c3-8fba-7068294986ff,Right Foot,Open Play,Off T,Normal,,,,,,,84.0,38.0,119.0,33.6,0.4
0,shot,cb1e8b16-f3ee-42f8-8cd0-27b2347d46c4,447,1,00:20:22.882,20,22,59,Bristol City WFC,From Throw In,False,Bristol City WFC,Ella Rutherford,Left Midfield,1.424794,,0.04487812,426428d4-e192-4352-b269-a69d14a8ace0,Right Foot,Open Play,Wayward,Overhead Kick,,,,,,,103.0,49.0,114.0,41.0,
1,shot,4200318d-86d8-4760-b963-f0ec9a53fb7e,534,1,00:25:52.365,25,52,71,Bristol City WFC,Regular Play,False,Bristol City WFC,Juliette Kemppi,Left Center Forward,1.451268,,0.04133632,dabed56d-a408-45f3-b920-d75c2bab167d,Left Foot,Open Play,Saved,Normal,,,,,,,102.0,50.0,118.0,40.2,1.0
2,shot,b5ecc729-0de6-4db9-a1d5-ab6fe1095d0e,635,1,00:29:25.782,29,25,81,Bristol City WFC,Regular Play,False,Bristol City WFC,Ella Rutherford,Left Midfield,4.064928,,0.052185778,,Left Foot,Open Play,Wayward,Normal,,,,True,,,105.0,24.0,118.0,61.0,
3,shot,e003f562-3384-4b0b-b8f7-ac5ed5315101,711,1,00:35:12.378,35,12,92,Brighton & Hove Albion WFC,Regular Play,False,Brighton & Hove Albion WFC,Kayleigh Green,Center Forward,1.081896,,0.13051936,9a711991-cc24-4318-8c2f-8a4454e65152,Right Foot,Open Play,Saved,Normal,,,,True,,,110.0,33.0,119.0,42.2,0.8
4,shot,a0a5ee59-dc16-45b1-9b20-0d202ec7e796,802,1,00:38:52.942,38,52,103,Bristol City WFC,From Throw In,False,Bristol City WFC,Lucy Graham,Right Center Forward,2.686358,,0.021681305,,Left Foot,Open Play,Off T,Normal,,,,,,,91.0,37.0,118.0,38.7,3.7
5,shot,fa8a892c-c831-49ee-a134-c39abc8a2c36,978,2,00:02:27.780,47,27,126,Bristol City WFC,From Free Kick,False,Bristol City WFC,Danique Kerkdijk,Right Center Back,0.722281,,0.07861281,cf005814-7af6-4622-b88b-af7322941fd9,Right Foot,Open Play,Off T,Volley,,,,,,,114.0,49.0,119.0,36.5,3.8
6,shot,5462b1dc-dbef-43fb-92da-2c7bd37df520,1028,2,00:06:24.255,51,24,134,Brighton & Hove Albion WFC,From Free Kick,False,Brighton & Hove Albion WFC,Kate Natkiel,Right Wing,0.0645,,0.057431184,,Right Foot,Open Play,Blocked,Normal,,,,,,,110.0,50.0,111.0,49.0,
7,shot,2cd7c7f3-286b-4ab7-b081-f4c27b7745ad,1058,2,00:07:47.569,52,47,138,Brighton & Hove Albion WFC,From Throw In,False,Brighton & Hove Albion WFC,Bethan Roe,Right Back,0.6319,,0.20352282,eb8868fb-396b-4fd0-aaa8-4ece6cc0e5e2,Left Foot,Open Play,Saved,Normal,,,,,,,112.0,47.0,117.0,37.6,1.1
8,shot,f8556ac4-8c53-46d6-8e34-e5f88ad3c542,1068,2,00:08:44.423,53,44,139,Brighton & Hove Albion WFC,From Corner,False,Brighton & Hove Albion WFC,Laura Rafferty,Left Center Back,0.803495,,0.13642998,1743d881-60a8-45c1-ac9c-35212bf76c8b,Right Foot,Open Play,Off T,Half Volley,,,,,,,111.0,38.0,118.0,41.3,3.5
9,shot,8640543b-bcd7-41a2-b2c5-2fd80ea6f2cf,1114,2,00:12:10.606,57,10,148,Brighton & Hove Albion WFC,From Throw In,False,Brighton & Hove Albion WFC,Kayleigh Green,Center Forward,1.774429,,0.16127585,efc4c0e8-7c81-4d91-aa3d-d59462e96dd7,Head,Open Play,Off T,Normal,,,,,,,111.0,38.0,118.0,35.5,0.8
10,shot,5f4a5ee5-2b6a-4f49-aa94-b71ea046f675,1322,2,00:25:01.520,70,1,183,Bristol City WFC,From Throw In,False,Bristol City WFC,Lucy Graham,Right Center Forward,3.01293,,0.022746766,d47fa24e-c973-4ed1-91c8-93c6c703f3ea,Right Foot,Open Play,Goal,Lob,,True,,,,,87.0,35.0,119.0,38.7,1.9
11,shot,d60ecca2-1f86-41fe-90eb-1f0bbebb2fde,1436,2,00:32:03.265,77,3,199,Bristol City WFC,From Goal Kick,False,Bristol City WFC,Carla Humphrey,Right Center Midfield,0.0966,,0.022329267,208eda6c-6296-45b5-b180-cb63d9954bf1,Right Foot,Open Play,Blocked,Normal,,,,,,,109.0,59.0,110.0,58.0,
12,shot,729637f7-ca58-4ef6-bb8d-f08ee3aa416d,1641,2,00:46:51.131,91,51,234,Bristol City WFC,Regular Play,False,Bristol City WFC,Lucy Graham,Right Center Forward,3.300267,,0.017275402,,Right Foot,Open Play,Saved,Normal,,,,,,,68.0,75.0,119.0,36.5,1.5
0,shot,41a8bb52-f816-4657-9ffe-a4589edfd37f,266,1,00:06:16.120,6,16,17,West Ham United LFC,From Throw In,False,West Ham United LFC,Alisha Lehmann,Right Midfield,0.0353,,0.11242089,bf8a716f-6e88-47f0-84fd-2deffc32d8ac,Right Foot,Open Play,Blocked,Normal,,,,,,,108.0,46.0,110.0,45.0,
1,shot,51704b94-7c70-42b8-81b1-5da60ed659de,282,1,00:06:35.545,6,35,18,Liverpool WFC,Regular Play,False,Liverpool WFC,Niamh Charles,Left Wing,0.2448,,0.6375832,4d0dfb0e-ad36-4a3e-954c-3fb19c84fc43,Head,Open Play,Saved,Normal,,,,True,True,,117.0,39.0,119.0,40.9,1.5
2,shot,8e766fb9-a1c3-41e3-b723-8afb3d452a93,287,1,00:06:37.104,6,37,18,Liverpool WFC,Regular Play,False,Liverpool WFC,Courtney Sweetman-Kirk,Center Forward,0.3716,True,0.23430227,,Head,Open Play,Saved,Normal,,,,True,True,,117.0,40.0,119.0,37.5,0.1
3,shot,44b79ac1-34d4-4fb5-8e3c-37ba57dd83b5,290,1,00:06:38.055,6,38,18,Liverpool WFC,Regular Play,False,Liverpool WFC,Courtney Sweetman-Kirk,Center Forward,0.481855,,0.74730635,,Right Foot,Open Play,Goal,Backheel,True,,,,True,,118.0,41.0,120.0,36.9,1.4
4,shot,3c098740-a705-47b0-a50b-7e192d827980,404,1,00:11:36.419,11,36,29,Liverpool WFC,From Throw In,False,Liverpool WFC,Jessica Anne Clarke,Right Wing,0.553638,True,0.3298636,d8411203-7d4d-4bc6-825b-c1ff166116b3,Right Foot,Open Play,Off T,Normal,,True,,,,,107.0,51.0,120.0,44.4,1.1
5,shot,46b36b2d-b269-4209-b616-92ac5c5a0c24,460,1,00:13:27.780,13,27,36,Liverpool WFC,Regular Play,False,Liverpool WFC,Christie Murray,Right Midfield,1.534542,,0.024901593,7dd9af43-e6aa-4084-9e93-0f06b4c0dc70,Right Foot,Open Play,Off T,Normal,,,,,,,95.0,30.0,120.0,35.3,1.0
6,shot,0ef0ef82-fa87-445a-9136-0012fdaf1af6,742,1,00:23:57.610,23,57,57,West Ham United LFC,From Throw In,False,West Ham United LFC,Leanne Kiernan,Right Center Forward,1.429,True,0.011628701,39370052-74ce-4421-b1d4-9ca9b65736fc,Right Foot,Open Play,Off T,Normal,,,,,,,86.0,33.0,120.0,37.5,4.1
7,shot,4ce556f3-aad4-48cf-93be-e796fc3e74d4,748,1,00:24:34.573,24,34,59,West Ham United LFC,Regular Play,False,West Ham United LFC,Brianna Visalli,Left Center Forward,1.370925,,0.024317883,ca51175e-d0b3-41a2-8bce-0140f891827e,Right Foot,Open Play,Saved,Normal,,,,,,,98.0,24.0,116.0,37.6,0.0
8,shot,60360782-7452-4a89-9d2c-07ea4ab37e51,942,1,00:31:45.732,31,45,71,Liverpool WFC,From Free Kick,False,Liverpool WFC,Rhiannon Roberts,Center Midfield,0.92711,,0.06405274,9427aa23-1a33-42c6-b33e-1537e31d0afa,Head,Open Play,Saved,Normal,,,,,,,112.0,40.0,119.0,42.9,0.8
9,shot,e2fb4939-ac7d-4c20-973e-0d264b791963,1093,1,00:38:40.289,38,40,81,Liverpool WFC,From Throw In,False,Liverpool WFC,Jessica Anne Clarke,Right Wing,1.028077,True,0.043352332,,Right Foot,Open Play,Off T,Normal,,True,,,,,119.0,30.0,120.0,45.8,1.0
10,shot,e44e669d-660c-44e9-9933-d3caad1d9455,1296,1,00:45:51.603,45,51,94,Liverpool WFC,Regular Play,False,Liverpool WFC,Jessica Anne Clarke,Right Wing,0.2091,,0.058934133,5e82c9e9-e51a-4c44-9042-387f4a9444ad,Right Foot,Open Play,Blocked,Normal,,,,,,,114.0,30.0,115.0,32.0,
11,shot,a7109021-c73a-4e07-8c4f-bdcf817aeae7,1351,2,00:01:34.585,46,34,99,West Ham United LFC,From Corner,False,West Ham United LFC,Leanne Kiernan,Right Center Forward,1.10928,True,0.022170713,,Right Foot,Open Play,Saved,Normal,,,,,,,100.0,55.0,119.0,42.2,2.1
12,shot,81d88947-f17f-413f-b623-9bf74fdd7e1f,1661,2,00:13:13.041,58,13,121,West Ham United LFC,Regular Play,False,West Ham United LFC,Brianna Visalli,Left Center Forward,1.15906,,0.18192062,e91eb715-f0f5-45c0-b7ba-e9f341d1ceb4,Head,Open Play,Wayward,Normal,,,,,,,112.0,44.0,120.0,57.0,
13,shot,59d7bf4d-685c-413b-8b96-40d85ef20f9a,1830,2,00:21:10.712,66,10,139,West Ham United LFC,Regular Play,False,West Ham United LFC,Alisha Lehmann,Right Midfield,0.2287,,0.03267948,44e6f9b6-5360-4011-b2e9-252250db0f7c,Right Foot,Open Play,Blocked,Normal,,,,,,,93.0,38.0,97.0,40.0,
14,shot,26730f1b-f5f4-460d-94d4-ef3082476516,1879,2,00:25:02.753,70,2,144,Liverpool WFC,Regular Play,False,Liverpool WFC,Kirsty Linnett,Center Forward,1.126568,True,0.22810116,,Right Foot,Open Play,Saved,Normal,,,,,,,109.0,50.0,116.0,41.1,0.1
15,shot,e8581cc5-a58a-4743-a055-1048e5dc412b,2076,2,00:34:09.087,79,9,162,West Ham United LFC,From Free Kick,False,West Ham United LFC,Gilly Louise Scarlett Flaherty,Left Center Back,0.6754,,0.17412888,f4b28271-3d02-4ad1-8624-8826a07ca375,Head,Open Play,Saved,Normal,,,,,,,116.0,43.0,119.0,40.4,2.2
16,shot,ee63739e-27b6-478f-8a78-8f593b47a65d,2080,2,00:34:47.805,79,47,163,West Ham United LFC,From Corner,False,West Ham United LFC,Gilly Louise Scarlett Flaherty,Left Center Back,1.848551,,0.052464094,6cad7cda-bebf-43d9-a357-671dd4761d48,Head,Open Play,Off T,Normal,,,,,,,112.0,43.0,120.0,46.0,2.7
17,shot,86adfec5-69ac-45cd-9113-25b8b0c95de8,2111,2,00:36:55.852,81,55,167,Liverpool WFC,From Corner,False,Liverpool WFC,Jessica Anne Clarke,Right Wing,1.5815,,0.021815488,,Left Foot,Open Play,Saved,Normal,,,,,,,97.0,28.0,119.0,40.7,2.4
18,shot,14a583b7-f920-40f4-b09e-29497e8925f6,2156,2,00:39:43.973,84,43,169,Liverpool WFC,Other,False,Liverpool WFC,Rinsola Babajide,Right Midfield,1.1935,True,0.055409662,0d6a99b2-918a-45c6-9f8f-0806adffa1e2,Left Foot,Open Play,Saved,Normal,,True,,,,,98.0,47.0,118.0,37.8,2.0
19,shot,272f55a7-2be5-4176-ad64-3a0013fa6842,2266,2,00:45:42.537,90,42,184,West Ham United LFC,From Corner,False,West Ham United LFC,Gilly Louise Scarlett Flaherty,Left Center Back,0.5004,,0.08186404,66002914-a261-40a7-8269-2ce5bc55ee51,Head,Open Play,Blocked,Normal,,,,,,,114.0,44.0,117.0,41.0,
0,shot,3b79da99-7dd4-4715-ad48-f2300ae197aa,251,1,00:08:39.488,8,39,28,Birmingham City WFC,From Free Kick,False,Birmingham City WFC,Charlie Wellings,Right Center Forward,0.601808,,0.029614124,00e4f66e-bcd1-4b2e-9a74-35f34f1ae847,Right Foot,Open Play,Blocked,Normal,,,,,,,104.0,55.0,106.0,50.0,
1,shot,1423b5ca-7dd6-4831-9528-40b420e3efca,318,1,00:12:27.068,12,27,39,Birmingham City WFC,From Free Kick,False,Birmingham City WFC,Meaghan Sargeant,Right Center Back,1.563752,,0.10596315,c2137b39-0b34-451f-a1b2-3d1a99da80ae,Left Foot,Open Play,Off T,Volley,,,,,,,112.0,32.0,119.0,37.6,3.3
2,shot,f30fea83-41e9-4800-a192-53bdc2943e45,397,1,00:14:57.503,14,57,47,Birmingham City WFC,Regular Play,False,Birmingham City WFC,Charlie Wellings,Right Center Forward,0.491173,,0.14619146,07fccd91-4bd4-452a-a6ac-f8b1fbcfc068,Left Foot,Open Play,Blocked,Normal,,,,,,,111.0,34.0,114.0,35.0,
