,duration,distance,build_up_duration,shot_technique_3,shot_open_goal,pass_height_name,pass_cut_back,shot_technique_4,pass_through_ball,shot_technique_2,follows_goalkeeper,follows_dribble,pass_cross,goal
821,2.416316,24.35159132377184,0.0,0,0,-1,0,1,0,0,0,0,0,0
822,0.8809999999999999,25.612496949731394,20.502,0,0,-1,0,1,0,0,0,1,0,0
823,0.973,18.35755975068582,23.096,0,0,-1,0,1,0,0,0,0,0,0
824,0.8713870000000001,8.94427190999916,8.584280000000001,0,0,-1,0,1,0,0,0,0,0,0
825,0.649688,17.262676501632072,8.805979000000002,0,0,-1,0,1,0,0,0,0,0,0
826,0.184,16.031219541881402,14.625186000000005,0,0,-1,0,0,0,1,0,0,0,0
827,1.094963,28.284271247461906,13.714223000000002,0,0,-1,0,0,0,1,0,0,0,0
828,1.661776,18.248287590894662,0.0,0,0,-1,0,0,0,1,0,0,0,0
829,0.173194,3.6055512754639887,2.7856,0,0,-1,0,1,0,0,1,0,0,1
830,0.68,28.442925306655784,4.013000000000001,0,0,-1,0,0,0,0,0,0,0,0
831,0.213,26.627053911388696,9.666000000000002,0,0,-1,0,1,0,0,0,0,0,0
832,0.933,5.0,7.939,0,0,-1,0,1,0,0,0,0,0,0
833,1.240968,15.231546211727816,16.351055,0,0,-1,0,0,0,0,0,0,0,0
834,1.742808,28.23118842698621,3.9958,0,0,-1,0,1,0,0,0,0,0,0
835,0.7267,11.401754250991381,6.2412990000000015,0,0,-1,0,1,0,0,0,1,0,0
836,0.215982,6.708203932499369,6.7520169999999995,0,0,-1,0,1,0,0,0,0,0,1
837,0.104941,5.0,0.923753,0,0,-1,0,1,0,0,0,0,0,0
838,0.455,7.071067811865476,2.971918,0,0,-1,0,1,0,0,0,0,0,0
839,0.4805180000000001,3.0,2.9464,0,0,-1,0,1,0,0,0,0,0,1
840,0.446144,22.13594362117865,7.505400999999999,0,0,-1,0,0,0,0,0,0,0,0
841,1.605,31.622776601683796,0.0,0,0,-1,0,1,0,0,0,0,0,0
842,0.275,10.04987562112089,10.1,0,0,-1,0,1,0,0,0,0,0,0
843,1.4279,13.92838827718412,1.4539000000000002,0,0,-1,0,0,0,1,0,0,0,0
844,0.8245610000000001,7.0,1.9477119999999999,0,0,-1,0,1,0,0,0,0,0,1
845,1.4613,33.24154027718932,0.0,0,0,-1,0,1,0,0,0,0,0,0
846,0.184881,10.816653826391967,2.7925459999999998,0,0,-1,0,1,0,0,0,0,0,0
847,0.495975,17.4928556845359,2.481452,0,0,-1,0,0,0,0,0,0,0,0
848,1.094519,18.35755975068582,0.0,0,0,-1,0,1,0,0,0,0,0,0
849,1.3042,17.4928556845359,3.123332,0,0,-1,0,1,0,0,0,0,0,0
850,0.294,9.486832980505136,6.172000000000001,0,0,-1,0,1,0,0,0,0,0,0
851,0.389744,15.297058540778355,4.965370999999998,0,0,-1,0,0,0,1,0,0,0,0
852,1.1856,26.570660511172854,4.95405,0,0,-1,0,1,0,0,1,0,0,0
853,1.053,11.704699910719626,15.105,0,0,-1,0,1,0,0,0,0,0,0
854,0.759566,15.0,3.513315,0,0,-1,0,1,0,0,0,0,0,0
855,1.447885,15.033296378372908,2.824996,0,0,-1,0,1,0,0,0,0,0,0
856,0.234936,19.416487838947603,22.738433999999994,0,0,-1,0,1,0,0,0,0,0,0
857,1.117167,26.0,0.0,0,0,-1,0,1,0,0,0,1,0,0
858,0.3297,12.529964086141668,9.317142999999998,0,0,-1,0,0,0,0,0,0,0,0
859,1.16,26.90724809414742,1.7069999999999999,0,0,-1,0,1,0,0,0,0,0,0
860,1.933,24.515301344262525,2.0,0,0,-1,0,1,0,0,0,0,0,0
861,1.348751,28.653097563788805,0.0,0,0,-1,0,1,0,0,0,0,0,0
862,1.865,28.79236009777593,1.5819999999999999,0,0,-1,0,1,0,0,0,0,0,0
863,0.6853100000000001,23.08679276123039,0.0,0,0,-1,0,1,0,0,0,0,0,0
864,0.193681,17.691806012954128,0.408763,0,0,-1,0,1,0,0,0,0,0,0
865,0.408763,12.16552506059644,0.193681,0,0,-1,0,1,0,0,0,0,0,1
866,0.37565,22.02271554554524,0.0,0,0,-1,0,1,0,0,0,0,0,0
867,2.099942,41.7612260356422,2.4315009999999995,0,0,-1,0,1,0,0,0,0,0,0
868,0.7423,14.31782106327635,3.4175000000000004,0,0,-1,0,1,0,0,0,0,0,0
869,0.7068,1.4142135623730951,3.4530000000000007,0,0,-1,0,0,0,0,0,0,0,1
870,0.700033,2.23606797749979,3.0495,0,1,-1,0,1,0,0,1,0,0,1
871,2.2588,40.85339643163099,11.797216000000002,1,0,-1,0,0,0,0,0,0,0,0
872,0.4295,13.45362404707371,13.629897999999995,0,0,-1,0,1,0,0,0,0,0,0
873,1.107398,10.0,12.951999999999998,0,0,-1,0,1,0,0,0,0,0,0
874,0.8976,19.104973174542803,2.1923130000000004,0,0,-1,0,1,0,0,0,0,0,0
875,0.28,8.246211251235321,1.501,0,0,-1,0,1,0,0,0,0,0,0
876,1.518901,36.68787265568828,0.0,0,0,-1,0,1,0,0,0,0,0,0
877,0.7734,15.231546211727816,6.8925969999999985,0,0,-1,0,1,0,0,0,0,0,0
878,1.542708,30.08321791298265,0.0,0,0,-1,0,1,0,0,0,0,0,0
879,1.2909,27.784887978899608,0.0,0,0,-1,0,1,0,0,0,0,0,0
880,1.3148,26.87005768508881,0.0,0,0,-1,0,1,0,0,0,0,0,0
881,0.532,13.601470508735444,7.026000000000002,0,0,-1,0,1,0,0,0,0,0,0
882,0.745,16.0,2.271,0,0,-1,0,0,0,1,0,0,0,0
883,0.6174,16.031219541881402,4.786752,0,0,-1,0,0,0,1,0,0,0,0
884,0.2246,24.186773244895647,4.025459,0,0,-1,0,1,0,0,0,0,0,0
885,0.5021,23.60084744241189,1.4384,0,0,-1,0,1,0,0,0,0,0,0
886,1.352,26.570660511172854,5.725999999999999,0,0,-1,0,1,0,0,0,0,0,0
887,1.8137,22.02271554554524,6.698200000000001,0,0,-1,0,1,0,0,0,0,0,1
888,0.1449,14.866068747318506,8.808499999999997,0,0,-1,0,1,0,0,0,1,0,0
889,0.8483120000000001,15.652475842498527,0.0,0,0,-1,0,1,0,0,1,0,0,1
890,0.345,15.652475842498527,0.0,0,0,-1,0,1,0,0,0,0,0,0
891,0.4006,32.01562118716424,5.446818,0,0,-1,0,1,0,0,0,0,0,0
892,0.371,21.54065922853801,12.868,0,0,-1,0,1,0,0,0,0,0,0
893,1.432502,24.186773244895647,4.6550449999999985,0,0,-1,0,0,0,1,0,0,0,0
894,1.716,25.94224354214569,1.831,0,0,-1,0,1,0,0,0,0,0,0
895,1.7719999999999998,17.029386365926403,0.9249999999999998,0,0,-1,0,1,0,0,0,0,0,0
896,2.719,50.60632371551997,0.0,0,0,-1,0,1,0,0,0,0,0,0
897,1.032555,19.6468827043885,1.7205999999999997,0,0,-1,0,0,0,1,0,0,0,0
898,0.962615,16.1245154965971,14.248292999999999,0,0,-1,0,1,0,0,0,0,0,0
899,0.758,2.23606797749979,7.268,0,1,-1,0,1,0,0,0,0,0,1
900,1.305,16.55294535724685,26.019000000000002,0,0,-1,0,1,0,0,0,0,0,0
901,1.133,38.01315561749642,0.0,0,0,-1,0,1,0,0,0,0,0,0
902,1.293,16.1245154965971,1.48,0,0,-1,0,0,0,1,0,0,0,0
903,0.9639,17.0,2.1176000000000004,0,0,-1,0,0,0,0,0,0,0,0
904,2.1349970000000003,44.0,6.03584,0,0,-1,0,1,0,0,0,0,0,0
905,1.12,23.08679276123039,0.0,0,0,-1,0,1,0,0,0,1,0,0
906,0.203,9.433981132056603,21.244,0,0,-1,0,1,0,0,0,0,0,0
907,1.061399,24.186773244895647,0.0,0,0,-1,0,1,0,0,0,0,0,0
908,0.3113,6.708203932499369,4.9097,0,0,-1,0,1,0,0,0,0,0,0
909,0.845,16.492422502470642,6.8,0,0,-1,0,1,0,0,0,0,0,0
910,1.733,13.601470508735444,0.0,0,0,-1,0,1,0,0,0,0,0,0
911,1.67,24.08318915758459,10.385,0,0,-1,0,1,0,0,0,0,0,0
912,1.293,31.0,2.346,0,0,-1,0,1,0,0,0,0,0,0
913,1.602891,44.82186966202993,6.530776,0,0,-1,0,1,0,0,0,0,0,0
914,0.8229059999999999,28.0,10.447861,0,0,-1,0,0,0,0,0,0,0,0
915,1.263955,20.02498439450079,6.952261999999999,0,0,-1,0,0,0,0,0,0,0,0
916,1.108689,23.259406699226016,0.0,0,0,-1,0,1,0,0,0,0,0,0
917,0.979928,23.021728866442675,0.0,0,0,-1,0,1,0,0,0,0,0,0
918,0.438644,16.031219541881402,4.189499,0,0,-1,0,1,0,0,0,1,0,0
919,0.1334,10.63014581273465,16.197669999999995,0,0,-1,0,1,0,0,0,0,0,0
920,1.168587,24.413111231467404,0.0,0,0,-1,0,1,0,0,0,0,0,0
921,2.7,62.96824596572466,4.896,0,0,-1,0,1,0,0,0,0,0,0
922,0.746,18.60107523773827,5.068999999999999,0,0,-1,0,1,0,0,0,0,0,0
923,0.154,19.104973174542803,2.5540000000000003,0,0,-1,0,1,0,0,0,0,0,0
924,0.128,9.486832980505136,2.58,0,0,-1,0,1,0,0,0,0,0,0
925,0.988791,11.6619037896906,2.8137,0,0,-1,0,0,0,0,0,0,0,0
926,1.54793,15.033296378372908,7.2061,0,0,0,0,1,0,0,0,0,0,0
927,0.950254,14.142135623730953,7.417499999999999,0,0,0,0,0,0,1,0,0,0,0
928,0.8305440000000001,7.211102550927977,5.122367,0,0,2,0,1,0,0,0,0,0,0
929,1.8,13.0,2.333,0,0,1,0,1,0,0,0,0,0,0
930,1.655,16.278820596099706,13.2,0,0,1,0,1,0,0,0,0,1,0
931,0.725957,21.95449840010015,2.044246,0,0,0,0,1,0,0,0,1,0,0
932,2.044107,30.886890422961002,1.392461,0,0,1,0,1,0,0,0,1,0,0
933,1.6741,17.804493814764854,3.3594449999999996,0,0,2,0,1,0,0,0,1,0,0
934,0.3126,13.601470508735444,8.840556000000003,0,0,0,0,1,0,0,0,0,0,0
935,0.882,14.212670403551895,6.066,0,0,1,0,1,0,0,0,0,0,0
936,2.302,28.63564212655271,11.308,0,0,0,0,0,0,0,0,0,0,0
937,0.2691,13.892443989449804,24.852761999999995,0,0,0,0,1,0,0,0,0,1,0
938,0.2681,17.464249196572982,3.9806,0,0,0,0,1,0,0,0,0,0,0
939,1.130223,21.2602916254693,1.6442439999999996,0,0,1,0,1,0,0,0,1,0,0
940,0.072513,11.180339887498945,2.285318,0,0,0,0,1,1,0,0,0,0,0
941,0.3726,24.08318915758459,16.801182,0,0,1,0,0,0,1,0,0,0,0
942,1.1493,29.068883707497267,3.2370360000000002,0,0,0,0,1,0,0,0,0,0,0
943,1.617484,26.683328128252672,8.979550999999999,0,0,0,0,1,0,0,0,0,0,0
944,1.873678,9.486832980505136,1.5389,0,0,1,0,1,0,0,0,0,0,0
945,1.1962,23.3452350598575,5.972772,0,0,2,0,1,0,0,0,0,0,0
946,0.9284,7.280109889280517,14.785665000000002,0,0,1,0,1,0,0,0,0,1,0
947,0.1292,36.24913792078372,14.86176,0,0,0,0,1,0,0,0,0,0,0
948,0.4795,13.45362404707371,12.384635000000001,0,0,0,0,1,0,0,0,1,0,0
949,1.16,7.280109889280517,1.36,0,0,1,0,1,0,0,0,0,0,0
950,2.312,16.031219541881402,22.926,0,0,1,0,1,0,0,0,0,1,0
951,0.937,16.401219466856727,9.198,0,0,0,0,1,0,0,0,0,0,1
952,0.298,10.198039027185569,26.053000000000008,0,0,1,0,0,0,0,0,0,1,0
953,0.169021,21.93171219946131,9.305057000000001,1,0,1,0,0,1,0,0,0,0,0
954,0.0353,13.41640786499874,5.365467,0,0,0,0,1,0,0,0,0,0,0
955,0.32319200000000003,17.4928556845359,5.457474,0,0,0,0,1,0,0,0,0,0,0
956,1.09555,14.31782106327635,10.96847,0,0,0,0,1,0,0,0,1,0,0
957,2.131161,33.24154027718932,0.7674569999999998,0,0,0,0,1,0,0,0,0,0,1
958,0.963904,19.02629759044045,3.5531,0,0,0,0,1,0,0,0,0,0,0
959,0.173094,26.0,6.377233,0,0,1,0,1,0,0,0,0,0,0
960,0.7330909999999999,13.601470508735444,7.589528,0,0,1,0,1,0,0,0,0,0,1
961,0.809,22.02271554554524,21.871,0,0,1,0,1,0,0,0,0,0,0
962,0.253,26.40075756488817,7.9849999999999985,0,0,0,0,1,0,0,0,0,0,0
963,1.68,13.892443989449804,12.625,0,0,1,0,1,0,0,0,0,1,0
964,1.2,13.0,4.905,0,0,1,0,0,0,0,0,0,1,0
965,1.4241,15.620499351813306,3.4757,0,0,1,0,1,0,0,0,0,0,0
966,1.160571,32.062439083762804,14.392635,0,0,0,0,1,0,0,0,0,0,0
967,1.7564,22.02271554554524,3.0671,0,0,0,0,1,0,0,0,0,0,0
968,0.877182,9.219544457292887,2.4995,0,0,1,0,1,0,0,0,0,1,0
969,2.331177,38.275318418009284,1.589969,0,0,0,0,1,0,0,0,0,0,0
970,0.415967,6.324555320336759,13.581504999999998,0,0,0,0,1,0,0,0,0,1,0
971,1.154,21.213203435596427,1.993,0,0,1,0,1,0,0,0,0,0,0
972,1.5219999999999998,21.095023109728988,7.020999999999999,1,0,2,0,0,0,0,0,0,0,0
973,0.2391,15.132745950421555,56.393629,0,0,0,0,1,0,0,0,0,0,0
974,0.2414,13.152946437965904,8.374737999999999,0,0,0,0,1,1,0,0,0,0,0
975,1.451247,21.2602916254693,7.692138999999999,0,0,2,1,1,0,0,0,0,0,0
976,2.079223,9.899494936611664,6.365927,0,0,1,0,1,0,0,0,0,1,0
977,1.565038,8.0,13.989999,0,0,0,0,1,0,0,0,0,0,0
978,0.503369,5.656854249492381,2.2017,0,0,1,0,1,0,0,0,0,0,1
979,1.025583,22.67156809750927,8.734752,0,0,1,0,1,0,0,0,0,0,0
980,1.6669999999999998,12.649110640673518,19.609,0,0,1,0,1,0,0,0,0,0,0
981,0.114,19.416487838947603,2.046,0,0,1,0,1,0,0,0,0,0,0
982,0.541,25.612496949731394,19.95,0,0,0,0,1,0,0,0,0,0,0
983,1.175,12.529964086141668,3.8610000000000007,0,0,0,0,1,1,0,0,0,0,1
984,1.196,30.0,2.6770000000000005,0,0,0,0,1,0,0,0,0,0,0
985,0.6729999999999999,11.6619037896906,13.005999999999998,0,0,0,0,1,0,0,0,0,0,0
986,1.209,10.77032961426901,1.4289999999999998,0,0,0,0,1,0,0,0,0,0,0
987,0.1857,18.35755975068582,3.5753,0,0,0,0,1,0,0,0,0,0,0
988,2.182418,21.02379604162864,19.622896,0,0,0,0,1,0,0,0,0,0,0
989,0.591554,15.132745950421555,19.198253,0,0,0,0,1,0,0,0,0,0,0
990,1.718932,26.41968962724581,10.357395,0,0,0,0,1,0,0,0,0,0,0
991,2.033973,26.47640458974745,4.0843310000000015,0,0,0,0,1,0,0,0,0,0,0
992,0.632831,7.280109889280517,5.331543,0,0,0,1,1,0,0,0,0,0,0
993,0.4366060000000001,17.08800749063506,17.567104999999998,0,0,0,0,1,0,0,0,0,0,0
994,0.17800000000000002,5.0,17.686,0,0,0,0,1,0,0,0,0,1,0
995,0.24,24.738633753705958,2.9330000000000003,0,0,0,0,1,0,0,0,0,0,0
996,0.942544,10.63014581273465,10.443265,0,0,1,0,1,0,0,0,0,1,0
997,0.759474,5.656854249492381,1.5930000000000002,0,0,1,0,1,0,0,0,0,0,0
998,1.715093,10.63014581273465,2.822801,0,0,1,0,0,0,0,0,0,0,0
999,0.952,11.180339887498945,12.971855,0,0,0,0,1,0,0,0,0,0,0
1000,1.120363,5.0,2.693048,0,0,1,0,0,0,1,0,0,0,0
1001,0.835983,27.459060435491967,8.691,0,0,0,0,1,0,0,0,0,0,0
1002,0.509814,17.691806012954128,2.1324,0,0,0,0,1,0,0,0,0,0,0
1003,1.429,30.528675044947487,1.8057,0,0,0,0,1,0,0,0,0,0,0
1004,0.6288819999999999,15.620499351813306,1.835836,0,0,1,0,0,0,0,0,0,0,0
1005,0.7084,22.47220505424423,23.619058000000006,0,0,0,0,1,0,0,0,0,0,0
1006,0.8,15.556349186104045,4.547,0,0,2,0,1,0,0,0,1,0,0
1007,0.3666,10.44030650891055,11.747339,0,0,0,0,1,0,0,0,0,0,0
1008,1.7312,26.83281572999748,34.847010999999995,0,0,2,0,1,0,0,0,1,0,0
1009,1.424794,19.235384061671343,4.330407,0,0,1,0,0,0,0,0,0,1,0
1010,1.370925,27.202941017470888,1.1557000000000002,0,0,2,0,1,0,0,0,0,0,0
1011,0.931761,7.071067811865476,4.500983,0,0,1,0,1,0,0,0,0,0,0
1012,0.407916,18.439088914585774,9.077939,0,0,0,0,1,0,0,0,0,1,0
1013,1.91252,31.048349392520052,1.769887,0,0,1,0,1,0,0,0,0,0,0
1014,0.3316,8.0,47.54123900000001,0,0,0,1,1,0,0,0,0,1,0
1015,2.64,15.811388300841895,16.862000000000002,0,0,0,0,1,1,0,0,0,0,1
1016,0.5131,10.77032961426901,12.3483,0,0,1,0,1,0,0,0,0,1,0
1017,1.435466,23.08679276123039,3.45562,0,0,0,0,1,0,0,0,0,0,0
1018,0.3098,7.211102550927977,10.757931,0,0,1,0,1,0,0,0,0,1,0
1019,0.564466,6.4031242374328485,10.503265,0,0,1,0,1,0,0,0,0,1,0
1020,1.120252,6.0827625302982185,10.313317,0,0,1,0,1,0,0,0,0,1,1
1021,0.298143,10.0,20.309352,0,0,0,0,1,1,0,0,0,0,0
1022,1.1905,8.246211251235321,8.043761,0,0,1,0,1,0,0,0,0,1,0
1023,0.431019,14.0,1.9345,0,0,1,0,1,0,0,0,0,0,0
1024,1.014527,9.486832980505136,2.702011,0,0,2,0,0,0,0,0,0,0,1
1025,0.3597,16.1245154965971,14.142588,0,0,1,0,1,0,0,0,0,0,0
1026,1.064784,15.0,14.450126000000001,0,0,1,0,1,0,0,0,1,0,0
1027,1.144609,8.246211251235321,16.851795000000003,0,0,1,0,1,0,0,0,0,0,0
1028,1.3894,24.59674775249769,2.8012999999999995,0,0,0,0,1,0,0,0,0,0,0
1029,1.363389,9.486832980505136,11.520778,0,0,1,0,1,0,0,0,0,0,0
1030,1.545013,32.0,3.6814550000000006,0,0,0,0,1,0,0,0,0,0,0
1031,1.173,7.071067811865476,1.44,0,0,2,0,1,0,0,0,0,0,0
1032,0.888473,16.55294535724685,5.5523,0,0,0,0,1,0,0,0,0,0,0
1033,1.0384,25.612496949731394,5.677239,0,0,0,0,1,0,0,0,0,0,0
1034,0.52556,28.79236009777593,2.9397,0,0,0,0,1,0,0,0,0,0,0
1035,0.3125,21.02379604162864,4.0626,0,0,2,0,1,0,0,0,0,0,0
1036,1.359776,14.212670403551895,7.883177000000001,0,0,1,0,0,0,0,0,0,0,1
1037,1.580553,20.808652046684813,7.104032000000001,0,0,0,0,1,0,0,0,0,0,1
1038,1.027,18.439088914585774,13.689,0,0,1,0,1,0,0,0,1,0,0
1039,0.792,8.06225774829855,2.023000000000001,0,0,1,0,1,0,0,0,0,1,1
1040,1.497,28.653097563788805,13.495,0,0,0,0,1,0,0,0,0,0,0
1041,0.2354,22.0,21.346219,0,0,0,0,1,0,0,0,0,0,0
1042,1.5488,28.861739379323627,12.444966,0,0,0,0,1,0,0,0,0,0,0
1043,1.7291439999999998,23.853720883753127,15.45304,0,0,0,0,1,0,0,0,0,0,0
1044,1.036659,15.0,5.903656,0,0,1,0,0,0,0,0,0,1,0
1045,1.497929,11.401754250991381,23.102809,0,0,0,1,0,0,0,0,0,1,0
1046,0.560066,28.16025568065745,2.767075,0,0,1,0,1,0,0,0,0,0,0
1047,0.92,25.495097567963924,25.506,0,0,0,0,1,0,0,0,0,0,0
1048,1.103,5.0,2.7040000000000006,0,1,1,0,1,0,0,0,0,1,0
1049,0.479428,9.0,33.867149000000005,0,0,0,1,1,0,0,0,0,1,0
1050,0.7431,31.01612483854165,1.157117,0,0,0,0,1,0,0,0,0,0,0
1051,0.2003,23.3452350598575,24.052861,0,0,0,0,1,0,0,0,0,0,0
1052,0.4216,18.027756377319946,4.82483,0,0,1,0,1,0,0,0,0,0,0
1053,0.6934,16.401219466856727,4.004601999999998,0,0,1,0,1,0,0,0,0,0,0
1054,1.154921,12.041594578792296,2.8710000000000004,0,0,2,0,1,0,0,0,0,0,1
1055,0.215,18.027756377319946,24.820999999999998,0,0,0,0,1,0,0,0,0,0,0
1056,1.404,27.29468812791236,3.374,0,0,1,0,1,0,0,0,0,0,0
1057,1.883,25.495097567963924,6.1270000000000024,0,0,1,0,1,0,0,0,0,0,0
1058,1.628,12.529964086141668,8.606,1,0,0,0,0,0,0,0,0,0,1
1059,0.17800000000000002,3.1622776601683795,2.096,0,0,1,0,1,0,0,0,0,0,0
1060,1.141893,13.038404810405297,31.235052000000003,0,0,0,0,1,0,0,0,0,0,1
1061,0.5961,34.0147027033899,10.410211,0,0,0,0,1,0,0,0,0,0,0
1062,0.8356680000000001,6.4031242374328485,5.056787,0,0,1,0,0,0,0,0,0,1,1
1063,1.535299,27.07397274136177,3.712678,0,0,0,0,1,0,0,0,0,0,0
1064,0.665233,5.830951894845301,4.484417,0,0,2,0,1,0,0,0,0,0,1
1065,0.98983,10.295630140987,6.073664,0,0,0,0,0,0,1,0,0,1,1
1066,1.366533,33.83784863137726,0.967247,0,0,0,0,1,0,0,0,0,0,0
1067,1.64757,28.442925306655784,9.868894,0,0,0,0,1,0,0,0,0,0,0
1068,0.376399,5.0990195135927845,1.7224000000000002,0,0,1,0,1,0,0,0,0,0,0
1069,1.227,15.652475842498527,11.746,0,0,1,0,0,0,1,0,0,0,1
1070,0.8690000000000001,8.94427190999916,22.954,0,0,1,0,1,0,0,0,0,0,0
1071,0.501,7.211102550927977,2.2840000000000003,0,0,1,0,1,0,0,0,0,0,0
1072,0.1363,10.44030650891055,18.8454,0,0,1,0,1,0,0,0,0,1,0
1073,0.920808,13.45362404707371,9.033000999999999,0,0,0,0,1,0,0,0,0,0,1
1074,0.119,12.369316876852979,12.2087,0,0,1,0,1,0,0,0,0,0,0
1075,0.634677,10.0,5.836015,0,0,1,0,0,0,0,0,0,1,0
1076,1.4975,32.280024783137954,10.205536,0,0,0,0,1,0,0,0,1,0,0
1077,0.327328,11.401754250991381,3.4724730000000004,0,0,0,0,1,0,0,0,0,0,0
1078,2.236992,26.0,12.190799000000002,0,0,0,0,1,0,0,0,0,0,0
1079,1.333418,15.132745950421555,8.575202,0,0,1,0,1,0,0,0,0,1,0
1080,0.3705,16.76305461424021,14.686710999999999,0,0,1,0,1,0,0,0,1,0,0
1081,1.366,13.92838827718412,1.7739999999999998,0,0,1,0,0,0,0,0,0,0,0
1082,1.582,6.708203932499369,2.41,0,0,1,0,1,0,0,0,0,1,0
1083,1.0590000000000002,19.416487838947603,4.672,0,0,2,0,1,0,0,0,0,0,0
1084,1.786,22.67156809750927,7.246,0,0,0,0,1,0,0,0,0,0,0
1085,0.08800000000000001,2.23606797749979,3.7486,0,0,1,0,1,0,0,0,0,1,0
1086,0.8349,12.083045973594572,3.015771,0,0,0,0,1,0,0,0,0,0,1
1087,0.7456229999999999,11.401754250991381,2.5003,0,0,1,0,1,0,0,0,0,0,0
1088,0.186358,25.495097567963924,23.877283,0,0,0,0,1,0,0,0,0,0,0
1089,1.1369,7.280109889280517,15.667873999999998,0,0,0,0,1,0,0,0,0,1,1
1090,1.900169,25.0,2.604107,0,0,2,0,0,0,1,0,0,0,0
1091,2.086106,13.601470508735444,2.9528529999999997,0,0,0,0,1,0,0,0,0,0,0
1092,1.1556,10.44030650891055,1.5944,0,0,1,0,1,0,0,0,0,0,0
1093,1.053,11.180339887498945,8.753,0,0,2,0,0,0,1,0,0,0,0
1094,0.557,28.63564212655271,24.956000000000003,0,0,0,0,1,0,0,0,0,0,0
1095,1.361,15.297058540778355,1.845,0,0,1,0,1,0,0,0,0,0,0
1096,2.700532,39.0,4.812469,0,0,0,0,1,0,0,0,1,0,0
1097,1.476015,26.40075756488817,1.210836,0,0,2,0,1,0,0,0,0,0,1
1098,0.9177,6.324555320336759,12.265961,0,0,1,0,0,0,0,0,0,1,1
1099,2.109281,29.5296461204668,7.246116000000001,1,0,1,0,0,1,0,0,0,0,1
1100,0.35549899999999995,29.614185789921688,27.644010000000005,0,0,0,0,1,0,0,0,0,0,0
1101,0.6086,8.602325267042627,32.692727000000005,0,0,1,0,0,0,0,0,0,1,0
1102,0.1698,26.925824035672523,4.763448,0,0,0,0,1,0,0,0,0,0,0
1103,1.516,8.54400374531753,13.966,0,0,1,0,0,0,0,0,0,0,0
1104,1.508,19.723082923316017,20.837000000000003,0,0,2,0,1,0,0,0,0,1,1
1105,0.733,12.041594578792296,4.906000000000001,0,0,2,0,0,0,1,0,0,0,0
1106,0.8959,11.401754250991381,1.5023999999999995,0,0,0,0,1,0,0,0,1,0,1
1107,0.2091,11.6619037896906,3.3231089999999996,0,0,0,0,1,0,0,0,0,0,0
1108,0.0922,12.649110640673518,0.6582720000000001,0,0,0,0,1,0,0,0,0,0,0
1109,1.887631,32.01562118716424,2.3465,0,0,2,0,1,0,0,0,0,0,0
1110,1.02313,12.727922061357855,27.881702,0,0,0,0,1,1,0,0,0,0,1
1111,0.251225,9.433981132056603,18.184657999999995,0,0,0,0,1,0,0,0,1,0,0
1112,1.168509,24.186773244895647,17.267373999999997,0,0,0,0,1,0,0,0,0,0,0
1113,0.4515,9.219544457292887,19.357029000000004,0,0,1,0,1,0,0,0,0,1,0
1114,1.4,34.0147027033899,1.173,0,0,1,0,1,0,0,0,0,0,0
1115,1.179,25.94224354214569,8.294,0,0,0,0,1,0,0,0,0,0,0
1116,2.123,34.23448553724738,1.714,0,0,0,0,1,0,0,0,0,0,0
1117,0.111121,10.44030650891055,10.280797999999999,0,0,1,0,1,0,0,0,0,1,0
1118,0.956089,23.60084744241189,15.419797,0,0,2,0,1,0,0,0,0,0,0
1119,0.695925,8.246211251235321,3.65064,0,0,1,0,1,0,0,0,0,0,0
1120,0.48244,13.601470508735444,3.864125,0,0,1,0,1,0,0,0,0,0,0
1121,0.4947,18.027756377319946,8.759865,0,0,0,0,1,0,0,0,0,1,0
1122,1.339043,25.179356624028344,7.915521999999998,0,0,0,0,1,0,0,0,0,0,0
1123,0.7323,20.0,4.259378999999999,0,0,0,0,1,0,0,0,0,0,0
1124,0.422,26.019223662515373,1.773,0,0,2,0,1,0,0,0,0,0,0
1125,0.206,29.068883707497267,14.437999999999999,0,0,0,0,1,0,0,0,0,0,0
1126,1.267,25.019992006393608,5.145,0,0,0,0,1,0,0,0,0,0,0
1127,0.251,24.698178070456933,6.237,0,0,0,0,1,0,0,0,0,0,0
1128,0.2407,11.180339887498945,26.251928999999997,0,0,2,0,1,0,0,0,0,1,0
1129,1.36006,27.018512172212592,25.132569,0,0,0,0,1,0,0,0,0,0,0
1130,1.681439,37.576588456111864,4.0844,0,0,0,0,1,0,0,0,0,0,0
1131,0.6751159999999999,28.0178514522438,32.894214,0,0,0,0,1,0,0,0,0,0,0
1132,0.282483,20.0,3.109405,0,0,2,0,1,0,0,0,0,0,0
1133,1.015408,15.132745950421555,1.637398,0,0,0,0,1,0,0,0,0,0,0
1134,1.965228,30.01666203960727,14.710343000000002,0,0,0,0,1,0,0,0,0,0,0
1135,0.577106,10.816653826391967,10.377127999999999,0,0,1,0,1,0,0,0,0,1,0
1136,1.202106,14.866068747318506,19.334460999999997,0,0,0,0,1,0,0,0,0,0,0
1137,0.897965,20.518284528683196,5.288977,0,0,0,0,1,0,0,0,0,0,0
1138,2.103,28.46049894151541,16.47,0,0,0,0,1,0,0,0,0,0,0
1139,0.156,6.4031242374328485,2.1790000000000003,0,0,1,0,1,0,0,0,0,0,0
1140,0.14800000000000002,25.0,5.1400000000000015,0,0,0,0,1,0,0,0,0,0,0
