id,duration,distance,build_up_duration,shot_technique_normal,shot_technique_lob,shot_technique_half_volley,shot_open_goal,pass_height_name,pass_cut_back,pass_through_ball,follows_goalkeeper,follows_dribble,pass_cross,goal,player_name,team_name,match_id,x_loc,y_loc,pass_player_name
0b686627-f730-4f21-8134-a63cab9b2faf,0.9419489999999999,6.4031242374328485,3.194845,1,0,0,0,1,0,0,0,0,0,0,Nikita Parris,Manchester City WFC,19764,116.0,45.0,Jennifer Beattie
713a84f4-7156-43eb-af5c-356c7fe246b2,1.324808,10.770329614269007,4.576541,1,0,0,0,1,0,1,0,0,0,0,Hannah Jayne Blundell,Chelsea LFC,19783,116.0,50.0,So-yun Ji
248673db-2128-47ad-9dd8-fb8da69a6222,1.234281,14.142135623730951,6.154005,1,0,0,0,0,0,1,0,0,0,1,Caroline Weir,Manchester City WFC,19786,106.0,38.0,Keira Walsh
4865bac9-79a1-4e83-b62a-e1d45a4015a5,1.627145,7.0,2.3616,1,0,0,0,1,0,0,0,0,1,1,Gemma Evans,Bristol City WFC,19787,113.0,40.0,Julie Biesmans
ae0d6fdc-a2ab-4fe8-a92b-39e2255fad01,0.07964,6.0,6.678462999999999,1,0,0,0,1,0,0,0,0,0,0,Gilly Louise Scarlett Flaherty,West Ham United LFC,19746,114.0,40.0,Esmee de Graaf
842886e3-62df-473d-ae53-e51b10b65a90,0.704781,9.219544457292887,6.975506,1,0,0,0,0,0,0,0,0,1,1,Jodie Brett,Brighton & Hove Albion WFC,19745,111.0,42.0,Kayleigh Green
eb8fcc02-1902-4228-8375-69f8a9ae614c,0.49215,24.698178070456937,4.1048219999999995,1,0,0,0,0,0,0,0,0,0,0,Erin Cuthbert,Chelsea LFC,19776,99.0,27.0,Ramona Bachmann
f760fe9e-3234-410d-8f7a-90afb3a43daf,1.1840000000000002,6.708203932499369,30.240999999999996,1,0,0,0,1,0,0,0,0,1,0,Ashley Hatch,Washington Spirit,7493,114.0,43.0,Meggie Dougherty Howard
c6aefb24-f9cd-4a6e-b570-f1c5703b8765,1.266,24.08318915758459,8.244,1,0,0,0,0,0,0,0,0,0,0,Sydney Miramontez,Utah Royals,7496,96.0,38.0,Erika Tymrak
e1961375-162f-4852-aff4-d9ecb5fae0e8,0.856,22.20360331117452,3.2300000000000004,1,0,0,0,0,0,1,0,0,0,0,Samantha Kerr,Chicago Red Stars,7474,102.0,53.0,Danielle Colaprico
