play_pattern,under_pressure,body_part,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,assisted,distance,angle,duration,goal
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,27.73084924772409,25.64100582430528,0.629,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,29.154759474226502,5.9061411137705,1.484,0
From Free Kick,0,foot,Volley,0,0,0,0,0,0,1,8.602325267042627,35.53767779197438,0.225,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,0,30.413812651491103,9.462322208025618,1.897,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,8.602325267042627,35.53767779197438,0.879,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,16.031219541881402,3.576334374997351,1.521,0
From Goal Kick,0,foot,Normal,0,0,0,1,0,0,1,15.811388300841895,18.434948822922014,0.3720000000000001,0
From Corner,0,foot,Normal,1,0,0,0,0,0,0,20.0,36.86989764584403,1.196,0
From Goal Kick,1,foot,Normal,0,0,0,0,0,0,1,17.0,0.0,0.455,0
From Goal Kick,0,head,Normal,0,0,0,0,0,0,1,8.06225774829855,7.125016348901798,0.98,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,8.246211251235321,14.03624346792648,1.19,1
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,25.94224354214569,62.44718842328221,1.716,0
From Corner,0,foot,Half Volley,1,0,0,0,0,0,1,3.6055512754639887,33.690067525979785,0.14400000000000002,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,38.01315561749642,54.63753811293097,1.133,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.06225774829855,7.125016348901798,0.8540000000000001,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,22.67156809750927,48.57633437499735,1.786,0
From Throw In,0,foot,Lob,0,0,0,0,0,0,1,16.278820596099706,42.51044707800085,2.8310000000000004,1
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,9.055385138137416,6.340191745909909,1.213,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,12.727922061357855,45.0,1.189,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,12.529964086141668,28.610459665965212,1.052,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,26.0,22.61986494804043,0.84,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,10.198039027185569,11.309932474020215,1.204,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.019223662515373,2.2025981617658057,1.569,0
From Free Kick,0,foot,Normal,0,0,0,1,0,0,1,10.04987562112089,84.28940686250037,1.061,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,10.63014581273465,41.18592516570965,0.355,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,25.495097567963924,25.559965171823805,0.63,0
From Free Kick,0,foot,Normal,0,0,0,1,0,0,1,17.0,0.0,1.144,0
From Throw In,0,foot,Normal,0,0,0,1,0,0,1,13.45362404707371,41.98721249581666,0.752,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,23.60084744241189,36.38435181583589,0.456,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,15.811388300841895,55.304846468766044,0.531,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,40.80441152620632,36.02737338510361,0.595,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,10.44030650891055,16.699244233993618,1.08,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,18.027756377319946,56.309932474020215,1.856,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,10.77032961426901,21.801409486351808,1.3630000000000002,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,31.06444913401813,3.691385986451276,1.5,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,12.0,0.0,0.132,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,13.92838827718412,21.037511025421818,2.793,0
From Throw In,0,foot,Half Volley,0,0,0,0,0,0,1,18.384776310850235,22.38013505195957,2.319,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,0,26.570660511172854,19.798876354524925,1.352,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,8.48528137423857,45.0,0.6,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,24.08318915758459,41.6335393365702,1.058,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,29.0,0.0,0.389,0
Regular Play,0,foot,Half Volley,0,0,0,0,0,0,1,9.0,0.0,0.113,0
Regular Play,0,foot,Half Volley,0,0,0,0,0,0,0,27.0,0.0,2.0780000000000003,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,10.816653826391967,33.690067525979785,0.996,0
Regular Play,0,foot,Normal,1,0,0,1,0,0,0,13.601470508735444,72.89727103094764,1.733,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,13.892443989449804,30.256437163529267,2.298,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,10.44030650891055,73.30075576600639,1.345,1
From Corner,0,foot,Normal,0,0,0,0,0,0,0,33.955853692699286,13.62699485989154,1.881,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,28.319604517012596,42.137594773888246,1.481,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,25.0,0.0,0.5670000000000001,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,22.67156809750927,48.57633437499735,1.897,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,8.0,0.0,1.567,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,27.459060435491967,33.11134196037203,0.7709999999999999,0
From Free Kick,0,foot,Normal,0,0,1,0,0,0,0,12.649110640673518,18.434948822922014,0.11,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,17.262676501632072,10.007979801441339,0.11,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,13.45362404707371,48.01278750418334,0.1,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,10.0,36.86989764584403,0.877,0
From Throw In,0,foot,Normal,0,0,0,1,0,0,1,18.027756377319946,19.44003482817619,0.215,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,22.84731931759173,23.198590513648185,0.495,0
From Free Kick,0,foot,Normal,0,0,0,0,0,1,0,26.019223662515373,2.2025981617658057,1.452,0
From Free Kick,0,foot,Volley,1,0,0,0,0,0,0,7.0,0.0,0.897,0
Regular Play,0,foot,Lob,0,0,0,0,0,0,1,19.235384061671343,8.972626614896393,1.618,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,15.652475842498527,26.56505117707799,0.163,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,19.416487838947603,55.4914770123316,1.8,0
From Throw In,0,foot,Volley,1,0,0,0,1,0,0,3.0,0.0,0.443,1
Regular Play,0,head,Diving Header,0,0,0,0,0,0,1,6.708203932499369,63.43494882292201,1.681,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,7.071067811865476,8.130102354155978,0.117,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,24.20743687382041,38.29016319224307,0.967,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,8.246211251235321,14.03624346792648,0.785,1
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,12.0,0.0,0.7390000000000001,0
From Kick Off,0,head,Normal,0,0,0,0,0,0,1,9.0,0.0,1.943,0
From Throw In,0,foot,Normal,0,1,0,0,0,0,0,10.44030650891055,16.699244233993618,0.407,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,12.083045973594572,24.443954780416536,1.332,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,5.830951894845301,30.96375653207352,0.4920000000000001,0
Regular Play,0,foot,Normal,0,0,0,1,1,0,0,4.47213595499958,26.56505117707799,0.979,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,21.840329667841555,15.945395900922856,1.3230000000000002,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,16.031219541881402,3.576334374997351,0.752,0
Regular Play,0,head,Normal,0,0,0,1,0,0,1,5.830951894845301,30.96375653207352,1.545,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,0,9.486832980505136,71.56505117707798,0.294,0
From Corner,0,foot,Half Volley,1,0,0,0,0,0,0,17.204650534085253,35.53767779197438,0.14,0
From Corner,0,foot,Normal,1,0,0,0,0,0,0,16.76305461424021,17.35402463626132,0.696,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,22.84731931759173,23.198590513648185,0.621,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,28.0178514522438,34.824489156956794,1.5490000000000002,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,29.732137494637012,42.27368900609374,1.236,0
From Corner,0,head,Normal,0,0,0,0,0,0,0,6.4031242374328485,51.34019174590991,0.706,0
From Corner,0,head,Normal,0,0,0,0,0,0,0,5.0990195135927845,11.309932474020215,0.13,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,26.570660511172854,19.798876354524925,1.611,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,22.84731931759173,23.198590513648185,0.917,0
From Throw In,0,foot,Normal,1,0,0,1,0,0,1,7.211102550927977,56.309932474020215,1.79,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,16.1245154965971,7.125016348901798,0.711,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,1,26.925824035672523,31.32869286780417,0.276,0
From Keeper,0,foot,Normal,1,0,0,0,0,0,0,20.02498439450079,2.8624052261117483,0.33,0
From Corner,0,foot,Normal,1,0,0,0,0,0,0,29.427877939124322,9.782407031807287,0.69,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,35.22782990761707,6.519801751656987,1.4069999999999998,0
Regular Play,1,foot,Normal,0,0,0,1,0,0,1,15.811388300841895,34.69515353123397,0.8809999999999999,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,32.38826948140329,8.880659150520243,0.409,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,36.496575181789325,9.462322208025618,1.6869999999999998,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,26.683328128252672,12.994616791916506,0.332,0
Regular Play,0,foot,Half Volley,1,0,0,0,0,0,1,20.02498439450079,2.8624052261117483,0.982,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.416487838947603,34.5085229876684,0.114,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,12.649110640673518,18.434948822922014,1.131,0
Regular Play,0,foot,Normal,1,0,0,1,0,0,1,6.0827625302982185,9.462322208025618,1.935,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.02629759044045,3.0127875041833403,2.251,1
From Throw In,0,head,Normal,0,0,0,0,0,0,1,14.142135623730953,8.130102354155978,2.585,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,24.33105012119288,9.462322208025618,0.526,0
From Free Kick,0,foot,Normal,0,0,0,0,0,1,0,25.45584412271571,45.0,0.211,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,14.422205101855955,33.690067525979785,0.36,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,0,21.54065922853801,21.801409486351808,0.371,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,31.256999216175572,7.352379359892359,1.875,0
From Throw In,1,foot,Half Volley,1,0,0,0,0,0,1,15.297058540778355,11.309932474020215,0.344,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,24.08318915758459,4.7636416907261765,0.879,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,23.021728866442675,2.489552921999156,1.74,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,0,12.649110640673518,18.434948822922014,0.187,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,14.560219778561034,15.945395900922856,0.5720000000000001,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.262676501632072,10.007979801441339,1.822,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,14.7648230602334,28.300755766006368,2.1630000000000003,1
Regular Play,0,head,Normal,0,0,0,0,0,0,1,10.816653826391967,33.690067525979785,0.57,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,16.278820596099706,47.489552921999156,1.864,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,11.401754250991381,37.874983651098205,1.5930000000000002,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,1,9.055385138137416,6.340191745909909,1.163,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,36.40054944640259,15.945395900922856,1.223,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,8.54400374531753,20.556045219583464,1.088,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,13.152946437965904,8.74616226255521,0.119,0
Regular Play,0,foot,Normal,0,1,0,1,0,0,1,10.198039027185569,78.6900675259798,2.8360000000000003,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,21.40093455903269,52.59464336859145,0.13699999999999998,0
From Free Kick,0,head,Normal,0,0,0,1,0,0,1,14.7648230602334,61.69924423399363,1.574,0
From Goal Kick,0,foot,Lob,0,0,0,0,0,0,1,21.095023109728988,5.440332031005505,1.5219999999999998,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,25.553864678361283,30.579226872489013,1.221,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,24.08318915758459,4.7636416907261765,1.106,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,22.203603311174522,35.83765295427829,0.856,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,19.416487838947603,34.5085229876684,1.0590000000000002,0
Regular Play,0,foot,Normal,0,0,0,0,0,1,1,30.23243291566195,34.21570213243741,1.967,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,10.816653826391967,33.690067525979785,1.223,1
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,4.242640687119285,45.0,0.472,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,8.246211251235321,14.03624346792648,1.7009999999999998,0
Regular Play,1,foot,Normal,0,0,0,0,0,1,1,29.8328677803526,13.570434385161484,0.527,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.071067811865476,81.86989764584403,0.495,0
From Corner,0,foot,Normal,1,0,0,0,0,0,1,24.020824298928627,2.3859440303888126,0.528,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.06225774829855,7.125016348901798,0.256,0
From Free Kick,0,foot,Half Volley,1,0,0,0,0,0,1,12.806248474865697,38.659808254090095,0.319,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,0,28.319604517012596,42.137594773888246,0.958,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,7.6157731058639095,23.198590513648185,1.383,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,1,14.212670403551895,50.710593137499636,0.8059999999999999,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,0,14.422205101855955,56.309932474020215,0.762,0
Regular Play,0,head,Overhead Kick,0,0,0,0,0,1,1,9.486832980505136,18.434948822922014,1.007,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.55294535724685,25.016893478100023,0.782,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,21.93171219946131,46.847610265994604,0.429,0
Regular Play,0,foot,Half Volley,1,0,0,0,0,0,1,11.401754250991381,15.255118703057775,0.412,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,14.212670403551895,39.28940686250036,1.02,0
From Corner,0,foot,Volley,0,0,1,0,0,0,0,4.47213595499958,26.56505117707799,0.294,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,32.202484376209235,25.769327624338718,0.8340000000000001,0
From Corner,0,head,Diving Header,0,0,0,0,0,0,1,7.071067811865476,45.0,0.929,0
From Free Kick,0,foot,Volley,1,0,0,0,0,0,1,22.02271554554524,2.602562202499806,2.211,0
Regular Play,1,foot,Volley,0,0,0,0,0,0,1,14.866068747318506,19.653824058053306,0.7,0
From Corner,0,foot,Half Volley,1,0,0,0,0,0,0,27.892651361962706,14.534455080540123,0.331,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,12.649110640673518,18.434948822922014,1.254,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,28.0178514522438,34.824489156956794,1.49,0
From Corner,0,foot,Volley,1,0,0,0,0,0,1,16.1245154965971,29.74488129694222,0.527,0
From Corner,1,foot,Half Volley,0,0,0,0,0,0,0,11.180339887498945,26.56505117707799,1.341,0
From Counter,1,foot,Normal,0,0,0,1,0,0,1,17.464249196572982,23.629377730656813,0.3,0
From Throw In,0,foot,Volley,1,0,0,0,0,0,1,28.63564212655271,12.0947570770121,2.302,0
From Counter,0,foot,Volley,0,0,0,0,0,0,1,10.198039027185569,11.309932474020215,0.298,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,14.31782106327635,24.775140568831922,1.071,0
Regular Play,0,foot,Normal,1,0,0,1,0,0,1,16.15549442140351,68.19859051364817,0.309,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,10.77032961426901,68.19859051364817,1.209,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,12.727922061357855,45.0,0.32299999999999995,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,14.31782106327635,24.775140568831922,0.45,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,28.653097563788805,29.24882633654698,1.497,0
From Counter,0,foot,Normal,1,0,0,0,0,0,1,8.0,0.0,1.285,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.723082923316017,30.465544919459877,1.508,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,24.698178070456933,58.240519915187214,0.251,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,1,6.4031242374328485,38.659808254090095,0.156,0
From Free Kick,0,foot,Normal,0,0,0,0,1,0,0,2.8284271247461903,45.0,0.406,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,14.142135623730953,45.0,0.34700000000000003,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,16.97056274847714,45.0,1.432,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,22.47220505424423,20.854458039578347,0.87,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,16.643316977093242,57.2647737278924,1.412,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,30.08321791298265,15.42216131873867,1.755,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,16.55294535724685,25.016893478100023,0.907,1
From Throw In,0,foot,Normal,0,0,0,1,0,0,1,18.35755975068582,60.64224645720873,0.797,0
From Corner,0,foot,Normal,0,1,0,0,0,0,1,27.313000567495326,23.749494492866763,1.89,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,13.41640786499874,26.56505117707799,0.78,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,50.60632371551997,29.60445074600491,2.719,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,12.727922061357855,45.0,1.332,1
From Kick Off,1,foot,Normal,0,0,0,0,0,0,1,21.93171219946131,43.1523897340054,1.096,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,7.0,0.0,1.957,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,28.844410203711917,33.690067525979785,1.471,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,36.68787265568828,17.447188423282206,1.3330000000000002,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.88854381999832,63.43494882292201,1.112,0
From Corner,0,foot,Volley,0,0,0,0,0,0,0,24.020824298928627,2.3859440303888126,1.574,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,1,8.54400374531753,20.556045219583464,0.687,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,17.029386365926403,40.23635830927382,0.723,0
Regular Play,0,foot,Half Volley,0,0,0,1,0,0,0,5.656854249492381,45.0,1.153,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,14.212670403551895,50.710593137499636,0.652,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,16.55294535724685,25.016893478100023,1.305,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,14.212670403551895,39.28940686250036,0.959,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,6.708203932499369,63.43494882292201,1.631,1
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,12.649110640673518,18.434948822922014,0.217,0
From Keeper,0,foot,Half Volley,0,0,0,1,0,0,1,7.071067811865476,45.0,0.438,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,0,25.553864678361283,30.579226872489013,1.125,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.29468812791236,8.426969021480673,1.404,0
From Counter,0,head,Normal,0,0,0,1,0,0,1,8.94427190999916,26.56505117707799,0.8690000000000001,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,13.45362404707371,48.01278750418334,0.659,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,17.262676501632072,10.007979801441339,0.636,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,13.892443989449804,30.256437163529267,1.24,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,22.02271554554524,2.602562202499806,0.517,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,24.0,0.0,0.376,0
From Goal Kick,1,foot,Normal,0,0,0,0,0,0,1,25.94224354214569,27.5528115767178,1.179,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,15.652475842498527,63.43494882292201,0.238,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,17.4928556845359,59.036243467926475,0.888,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,9.219544457292887,40.601294645004465,0.858,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,4.123105625617661,14.03624346792648,1.485,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,48.33218389437829,24.443954780416536,2.6260000000000003,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,9.486832980505136,18.434948822922014,0.386,0
From Counter,0,foot,Normal,0,0,0,0,0,0,0,20.248456731316587,20.224859431168078,1.7009999999999998,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,31.622776601683796,18.434948822922014,1.605,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,28.653097563788805,29.24882633654698,5.393,0
From Throw In,0,foot,Normal,0,0,0,1,0,0,1,12.806248474865697,38.659808254090095,0.8740000000000001,1
Regular Play,0,foot,Normal,0,0,0,0,0,1,1,31.38470965295043,22.479434397103113,1.56,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,7.810249675906653,39.805571092265204,1.071,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,34.0147027033899,24.304549265936718,0.513,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,18.248287590894662,9.462322208025618,1.145,0
Regular Play,0,foot,Normal,0,0,0,1,1,0,0,6.324555320336759,71.56505117707798,1.466,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.804493814764854,51.84277341263095,2.164,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,11.180339887498945,26.56505117707799,1.126,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,23.53720459187964,12.2647737278924,0.1,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.925824035672523,31.32869286780417,1.215,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,15.620499351813306,39.805571092265204,0.529,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.278820596099706,10.619655276155132,0.266,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,24.08318915758459,4.7636416907261765,1.266,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.0,28.07248693585296,0.104,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,30.0,0.0,1.196,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,19.104973174542803,47.121096396661464,0.617,0
From Goal Kick,0,head,Normal,0,0,0,0,0,0,0,8.602325267042627,35.53767779197438,1.156,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,33.1058907144937,25.016893478100023,1.025,0
From Throw In,0,foot,Normal,0,0,0,1,0,0,1,20.615528128088304,39.0938588862295,1.157,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,13.038404810405297,57.52880770915151,0.289,0
From Throw In,1,foot,Normal,0,0,0,0,0,0,0,16.15549442140351,21.801409486351808,0.821,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,22.13594362117865,18.434948822922014,1.016,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.96150997149434,15.642246457208726,1.1740000000000002,0
From Free Kick,1,foot,Normal,0,0,0,0,0,0,1,28.284271247461906,8.130102354155978,0.99,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,0,26.1725046566048,6.581944655178013,0.238,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.464249196572982,23.629377730656813,0.736,1
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,15.652475842498527,63.43494882292201,0.953,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,24.35159132377184,19.17900802581072,0.972,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.06225774829855,7.125016348901798,0.493,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,33.52610922848042,17.35402463626132,1.26,0
From Throw In,1,foot,Normal,0,0,0,0,0,0,0,17.029386365926403,40.23635830927382,1.7719999999999998,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,14.866068747318506,42.27368900609374,0.6459999999999999,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,13.038404810405297,32.47119229084849,1.683,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,10.63014581273465,41.18592516570965,0.596,1
Regular Play,0,foot,Normal,0,0,0,1,0,0,0,12.529964086141668,61.389540334034784,0.507,0
From Throw In,0,foot,Lob,0,0,0,0,0,0,1,12.529964086141668,28.610459665965212,1.628,1
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,11.401754250991381,15.255118703057775,0.863,1
From Free Kick,1,foot,Normal,0,0,0,0,0,0,1,34.23448553724738,6.7098368077569335,2.123,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,14.142135623730953,45.0,0.815,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,21.54065922853801,21.801409486351808,1.142,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,27.784887978899608,30.256437163529267,1.383,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,13.152946437965904,8.74616226255521,0.409,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,0,19.235384061671343,8.972626614896393,1.128,1
From Kick Off,0,foot,Normal,0,0,0,0,0,0,0,27.202941017470888,17.102728969052375,1.252,0
Regular Play,1,foot,Normal,1,0,0,0,0,0,0,17.11724276862369,6.7098368077569335,0.28300000000000003,0
From Counter,0,foot,Normal,0,1,0,0,0,0,1,20.248456731316587,69.77514056883193,0.215,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,16.278820596099706,42.51044707800085,0.664,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,23.323807579381203,30.96375653207352,1.351,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,29.206163733020468,38.047042531826094,1.481,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,62.96824596572466,20.449547610792578,2.7,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,27.513632984395212,19.093492000485615,0.16,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,12.041594578792296,4.7636416907261765,1.403,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,1,13.038404810405297,4.398705354995532,1.446,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.0768096208106,32.47119229084849,1.165,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,36.89173349139343,32.82854179141253,1.771,0
