play_pattern,under_pressure,body_part,technique,first_time,follows_dribble,redirect,one_on_one,open_goal,deflected,assisted,distance,angle,duration,goal
From Corner,0,head,Normal,0,0,0,0,0,0,1,12.16552506059644,9.462322208025618,0.7174,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,18.384776310850235,45.0,1.423196,0
Regular Play,0,foot,Half Volley,0,0,0,0,0,0,1,32.64965543462902,27.34987578006988,1.5509,0
Regular Play,0,foot,Lob,0,0,0,1,0,0,1,10.295630140987,29.054604099077142,1.3171,1
From Throw In,0,head,Normal,0,0,0,0,0,0,1,14.142135623730953,45.0,1.5387,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,10.04987562112089,5.710593137499642,1.8349,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,21.2602916254693,41.18592516570965,1.1643,1
From Throw In,0,foot,Normal,0,1,0,1,0,0,1,16.492422502470642,75.96375653207353,0.7072,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,26.83281572999748,26.56505117707799,1.7312,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,22.803508501982762,37.874983651098205,1.0696,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,17.88854381999832,63.43494882292201,0.2394,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,28.63564212655271,12.0947570770121,0.5165,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,29.154759474226502,5.9061411137705,1.6105,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,25.709920264364875,13.495733280795813,0.8367,0
From Corner,0,foot,Volley,1,0,0,0,0,0,0,27.65863337187866,12.528807709151511,2.7430000000000003,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,22.203603311174522,35.83765295427829,1.0389,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,5.0,0.0,0.799,0
Regular Play,0,foot,Half Volley,0,0,0,0,0,0,0,17.464249196572982,23.629377730656813,1.4405,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,18.60107523773827,36.25383773744479,0.393701,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,29.154759474226502,5.9061411137705,1.1436,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,12.041594578792296,48.36646066342981,1.0523,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,9.848857801796104,23.962488974578186,1.0817,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.313000567495326,23.749494492866763,1.6784,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,29.017236257093817,1.9749340108819768,0.8541,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,21.2602916254693,41.18592516570965,0.8752,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.029386365926403,40.23635830927382,0.1847,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,10.816653826391967,33.690067525979785,1.5366,0
From Counter,0,foot,Normal,0,0,0,1,0,0,1,8.94427190999916,63.43494882292201,0.3741,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.0,0.0,0.6693,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,13.45362404707371,41.98721249581666,0.6161,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,11.180339887498945,10.304846468766033,0.7120000000000001,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,28.63564212655271,24.775140568831922,1.5149,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.804493814764854,38.15722658736906,0.792,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.459060435491967,10.4914770123316,1.8118,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,21.18962010041709,19.290046219188735,2.4478,0
From Goal Kick,0,head,Normal,0,0,0,0,0,0,1,9.848857801796104,23.962488974578186,0.8113,0
From Counter,0,foot,Normal,0,1,0,0,0,0,1,27.018512172212592,51.00900595749454,0.1661,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,7.280109889280517,15.945395900922856,1.455,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.464249196572982,13.240519915187207,0.2681,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.495097567963924,11.309932474020215,0.257,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,12.206555615733702,55.007979801441344,1.0363,1
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,15.264337522473747,58.39249775375111,1.2491,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,25.179356624028344,83.15722658736907,2.1371,0
From Throw In,1,foot,Normal,0,0,0,0,0,0,0,14.212670403551895,39.28940686250036,0.3942,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,30.886890422961002,29.054604099077142,2.252161,0
Regular Play,0,head,Normal,0,0,0,1,1,0,1,2.8284271247461903,45.0,0.6491,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,28.319604517012596,42.137594773888246,0.262263,0
Regular Play,0,foot,Lob,0,0,0,0,0,0,1,17.0,28.07248693585296,0.2608,0
From Free Kick,0,foot,Volley,0,0,0,0,0,0,1,20.248456731316587,57.0947570770121,0.7059,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,11.401754250991381,52.125016348901795,0.8959,1
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,16.55294535724685,64.98310652189997,0.850244,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,10.198039027185569,11.309932474020215,0.8225,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,7.280109889280517,15.945395900922856,0.3163,0
From Corner,0,foot,Half Volley,0,0,0,0,0,0,0,27.018512172212592,2.1210963966614536,1.1576,0
Regular Play,0,foot,Volley,0,0,0,1,0,0,1,7.6157731058639095,66.80140948635183,0.3178,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,27.29468812791236,28.44292862436335,1.614961,0
From Free Kick,0,head,Normal,0,0,0,0,1,0,1,2.8284271247461903,45.0,0.4954,0
From Free Kick,0,foot,Normal,0,0,0,1,1,0,1,5.385164807134505,21.801409486351808,0.453146,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.643316977093242,32.7352262721076,0.984641,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.029386365926403,3.3664606634298013,0.1198,0
From Corner,0,foot,Half Volley,0,0,0,0,0,0,1,19.849433241279208,40.91438322002514,0.4027,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.627053911388696,34.28687697720896,0.1263,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,38.275318418009284,33.274887984834926,1.916706,0
From Goal Kick,0,foot,Lob,0,0,0,1,0,0,1,21.93171219946131,43.1523897340054,0.169021,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,10.63014581273465,41.18592516570965,0.14800000000000002,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,15.033296378372908,3.8140748342903534,0.882167,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,12.206555615733702,34.99202019855866,1.384269,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,15.132745950421555,7.594643368591446,0.2391,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,34.928498393145965,13.240519915187207,1.2606190000000002,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,23.323807579381203,30.96375653207352,0.939804,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,18.35755975068582,29.35775354279128,0.77628,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,23.08679276123039,4.969740728110304,1.435466,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,12.206555615733702,34.99202019855866,0.735672,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.76305461424021,17.35402463626132,0.788866,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,29.8328677803526,13.570434385161484,0.252,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,11.04536101718726,5.194428907734807,0.5517880000000001,1
From Kick Off,0,foot,Half Volley,0,0,0,0,0,0,0,35.510561809129406,9.727578551401603,3.156073,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.697715603592208,23.962488974578186,0.762554,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,13.601470508735444,53.972626614896406,0.1802,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,19.416487838947603,34.5085229876684,0.3434,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,1,7.071067811865476,8.130102354155978,0.7652,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,16.1245154965971,7.125016348901798,0.7966409999999999,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,31.06444913401813,33.17851165939275,1.584452,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,21.095023109728988,5.440332031005505,1.549654,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,15.811388300841895,18.434948822922014,0.230673,0
From Counter,0,foot,Normal,0,1,0,0,0,0,1,14.31782106327635,65.22485943116808,0.6402,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,10.77032961426901,68.19859051364817,1.375178,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,10.816653826391967,33.690067525979785,0.0572,0
From Corner,0,head,Normal,0,0,1,0,0,0,0,10.198039027185569,11.309932474020215,0.1023,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,40.024992192378996,12.994616791916506,1.72157,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,24.0,0.0,1.6742740000000005,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,1,9.486832980505136,18.434948822922014,2.933561,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,25.632011235952593,20.556045219583464,1.447765,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,9.486832980505136,18.434948822922014,0.2708,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,0,15.811388300841895,34.69515353123397,1.492812,0
Regular Play,0,head,Normal,0,0,0,1,0,0,1,4.47213595499958,26.56505117707799,0.839125,1
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,9.219544457292887,40.601294645004465,0.897475,1
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,10.816653826391967,33.690067525979785,0.4101,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,0,6.4031242374328485,38.659808254090095,1.340979,1
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,9.486832980505136,18.434948822922014,0.755837,1
From Corner,0,foot,Normal,1,0,0,0,0,0,0,15.0,0.0,0.5005,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,0,25.495097567963924,25.559965171823805,0.6668,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,11.704699910719626,19.98310652189998,0.2129,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,17.691806012954128,42.709389957361466,0.509814,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,25.94224354214569,27.5528115767178,0.6117,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.486832980505136,18.434948822922014,0.563191,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,10.63014581273465,41.18592516570965,1.455816,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,25.612496949731394,38.659808254090095,1.0384,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,13.45362404707371,41.98721249581666,0.920808,1
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,13.0,22.61986494804043,0.4289,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,7.0,0.0,0.563851,0
From Keeper,0,foot,Normal,1,0,0,0,0,0,0,10.295630140987,60.94539590092286,1.810487,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,24.186773244895647,7.125016348901798,2.07667,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,0,31.06444913401813,3.691385986451276,1.098391,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,30.01666203960727,1.9091524329963765,1.809792,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.401219466856727,52.431407971172504,1.251568,0
From Throw In,0,foot,Normal,1,0,0,0,0,0,1,8.48528137423857,45.0,0.428939,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,16.031219541881402,3.576334374997351,0.371635,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,27.29468812791236,8.426969021480673,1.267174,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,16.97056274847714,45.0,0.701862,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,1,5.830951894845301,59.036243467926475,0.2543,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,12.649110640673518,18.434948822922014,1.1119,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,1,26.47640458974745,10.885527054658738,1.040641,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,15.0,0.0,1.275671,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,20.518284528683196,46.974934010881974,1.866894,0
From Free Kick,0,foot,Normal,1,0,0,0,0,0,1,14.866068747318506,19.653824058053306,0.7751359999999999,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,36.05551275463989,3.1798301198642345,2.71751,0
From Throw In,0,foot,Overhead Kick,0,0,0,0,0,0,1,19.235384061671343,27.89727103094763,1.424794,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,20.591260281974,29.054604099077142,1.451268,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,0,21.93171219946131,46.847610265994604,4.064928,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,12.206555615733702,34.99202019855866,1.081896,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,29.154759474226502,5.9061411137705,2.686358,0
From Free Kick,0,foot,Volley,0,0,0,0,0,0,1,10.816653826391967,56.309932474020215,0.7222810000000001,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,14.142135623730953,45.0,0.0645,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,10.63014581273465,41.18592516570965,0.6319,0
From Corner,0,foot,Half Volley,0,0,0,0,0,0,1,9.219544457292887,12.528807709151511,0.803495,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,9.219544457292887,12.528807709151511,1.774429,0
From Throw In,0,foot,Lob,0,1,0,0,0,0,1,33.376638536557266,8.615648184164113,3.01293,1
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,21.95449840010015,59.93141717813756,0.0966,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,62.681735776859284,33.94358701975182,3.300267,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,13.41640786499874,26.56505117707799,0.0353,0
Regular Play,0,head,Normal,0,0,0,1,1,0,1,3.1622776601683795,18.434948822922014,0.2448,0
Regular Play,1,head,Normal,0,0,0,1,1,0,0,3.0,0.0,0.3716,0
Regular Play,0,foot,Backheel,1,0,0,0,1,0,0,2.23606797749979,26.56505117707799,0.481855,1
From Throw In,1,foot,Normal,0,1,0,0,0,0,1,17.029386365926403,40.23635830927382,0.553638,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,26.925824035672523,21.801409486351808,1.534542,0
From Throw In,1,foot,Normal,0,0,0,0,0,0,1,34.713109915419565,11.633633998940434,1.429,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.202941017470888,36.02737338510361,1.370925,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,8.0,0.0,0.92711,0
From Throw In,1,foot,Normal,0,1,0,0,0,0,0,10.04987562112089,84.28940686250037,1.028077,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,11.6619037896906,59.036243467926475,0.2091,0
From Corner,1,foot,Normal,0,0,0,0,0,0,0,25.0,36.86989764584403,1.1092799999999998,0
Regular Play,0,head,Normal,0,0,0,0,0,0,1,8.94427190999916,26.56505117707799,1.15906,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,27.07397274136177,4.236394799058839,0.2287,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,0,14.866068747318506,42.27368900609374,1.126568,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,5.0,36.86989764584403,0.6754,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.54400374531753,20.556045219583464,1.848551,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,25.94224354214569,27.5528115767178,1.5815,0
Other,1,foot,Normal,0,1,0,0,0,0,1,23.08679276123039,17.650124219930124,1.1935,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.211102550927977,33.690067525979785,0.5004,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,21.93171219946131,43.1523897340054,0.601808,0
From Free Kick,0,foot,Volley,0,0,0,0,0,0,1,11.31370849898476,45.0,1.563752,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,10.816653826391967,33.690067525979785,0.491173,0
From Corner,0,foot,Volley,0,0,0,0,0,0,0,21.095023109728988,5.440332031005505,2.095117,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,20.518284528683196,43.025065989118026,4.347387,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,21.095023109728988,31.42956561483852,1.147514,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,29.427877939124322,9.782407031807287,0.195929,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,22.56102834535696,12.80426606528675,2.2105,0
From Free Kick,0,foot,Volley,0,0,0,1,0,0,1,10.0,53.13010235415598,0.765475,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,21.633307652783934,56.309932474020215,1.445902,0
From Free Kick,0,head,Normal,0,0,0,0,1,0,1,3.6055512754639887,33.690067525979785,1.848555,0
From Corner,0,foot,Volley,0,0,0,0,0,0,1,7.211102550927977,33.690067525979785,2.275762,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,32.984845004941285,14.03624346792648,1.938726,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,9.848857801796104,23.962488974578186,0.430337,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,13.601470508735444,17.102728969052375,0.503944,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.495097567963924,25.559965171823805,1.964635,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,18.681541692269406,15.524110996754258,1.452797,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,0,7.280109889280517,74.05460409907715,0.7654,0
Regular Play,0,foot,Normal,1,0,0,0,0,0,1,21.2602916254693,41.18592516570965,1.451247,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,11.6619037896906,30.96375653207352,0.0291,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,19.849433241279208,40.91438322002514,2.0556,0
From Free Kick,0,foot,Volley,1,0,0,0,0,0,0,14.866068747318506,42.27368900609374,1.00595,1
From Kick Off,1,foot,Normal,0,0,0,0,0,0,0,21.2602916254693,41.18592516570965,1.577,1
From Throw In,0,foot,Normal,0,1,0,0,0,0,1,39.0,22.61986494804043,2.700532,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.602325267042627,35.53767779197438,0.4227,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,39.05124837953327,2.9356734464211725,2.917961,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,0,14.422205101855955,33.690067525979785,1.1122,0
From Free Kick,0,head,Diving Header,0,0,0,0,0,0,1,5.385164807134505,21.801409486351808,1.044842,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,30.886890422961002,60.94539590092286,2.238315,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,0,19.235384061671343,62.102728969052365,2.23301,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,39.66106403010389,33.690067525979785,1.711297,0
From Goal Kick,0,foot,Volley,0,0,0,1,0,0,0,17.804493814764854,38.15722658736906,1.076861,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,22.56102834535696,12.80426606528675,0.2285,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,3.1622776601683795,18.434948822922014,0.967044,1
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,36.87817782917155,12.528807709151511,2.2078,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,2.23606797749979,26.56505117707799,1.918621,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,32.756678708318404,31.26373169437743,3.157351,0
Regular Play,1,foot,Volley,1,0,0,0,0,0,1,18.788294228055932,25.201123645475068,1.360113,0
From Throw In,1,foot,Normal,0,0,0,0,0,0,1,21.2602916254693,48.81407483429035,1.9728,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.4928556845359,59.036243467926475,0.32319200000000003,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,27.202941017470888,17.102728969052375,0.4205,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,23.021728866442675,34.38034472384487,0.219378,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,0,12.083045973594572,65.55604521958347,0.278066,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.211102550927977,33.690067525979785,1.222098,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,12.083045973594572,24.443954780416536,2.102891,0
From Throw In,0,foot,Half Volley,0,0,0,0,0,0,1,18.027756377319946,19.44003482817619,1.2916,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.76305461424021,17.35402463626132,0.267,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,26.0,0.0,1.190748,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.08800749063506,20.556045219583464,2.748917,1
Regular Play,0,foot,Normal,1,0,0,0,0,0,0,28.63564212655271,24.775140568831922,0.579812,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,17.691806012954128,47.290610042638534,0.78433,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,27.459060435491967,33.11134196037203,1.037941,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,19.209372712298546,51.34019174590991,0.8312930000000001,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,17.0,61.92751306414704,0.900043,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,32.64965543462902,62.650124219930134,1.950327,1
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,16.278820596099706,79.38034472384487,1.102302,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,7.280109889280517,15.945395900922856,0.6537729999999999,0
Regular Play,0,foot,Normal,0,0,0,0,0,1,1,7.6157731058639095,23.198590513648185,1.199292,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,31.622776601683796,34.69515353123397,1.19775,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.278820596099706,47.489552921999156,0.757862,1
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,30.23243291566195,34.21570213243741,0.928965,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,11.0,0.0,0.872984,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,15.556349186104045,45.0,1.2762639999999998,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,12.529964086141668,28.610459665965212,0.2788,0
From Free Kick,0,head,Normal,0,0,0,1,0,0,1,8.602325267042627,35.53767779197438,0.25673,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,26.1725046566048,6.581944655178013,1.147883,0
From Goal Kick,1,foot,Normal,0,0,0,0,0,0,1,34.525353003264144,10.007979801441339,2.161012,0
From Goal Kick,0,foot,Normal,0,0,0,0,0,0,1,26.925824035672523,15.068488159492206,1.225187,0
From Free Kick,0,foot,Normal,0,1,0,0,0,0,1,19.798989873223327,45.0,0.327589,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,13.152946437965904,8.74616226255521,0.2414,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.019992006393608,2.2906100426385296,1.26202,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,7.071067811865476,8.130102354155978,0.931761,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,0,24.59674775249769,26.56505117707799,0.911106,0
Regular Play,1,foot,Normal,0,0,0,0,0,0,1,25.495097567963924,11.309932474020215,0.4597,0
From Corner,0,foot,Backheel,0,0,0,0,0,0,1,10.816653826391967,33.690067525979785,0.5351,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,13.0,22.61986494804043,0.8838,0
Regular Play,0,foot,Normal,0,1,0,0,0,0,1,16.1245154965971,7.125016348901798,0.2232,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,12.806248474865697,51.34019174590991,1.2981,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,16.1245154965971,29.74488129694222,0.79,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.246211251235321,14.03624346792648,0.4043,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,11.180339887498945,10.304846468766033,4.5598,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,9.219544457292887,12.528807709151511,0.7155,0
From Corner,0,foot,Backheel,0,0,0,0,0,0,1,12.041594578792296,41.6335393365702,0.3517,0
From Corner,0,foot,Normal,0,0,0,0,0,0,1,22.82542442102665,28.810793742973065,3.2541,0
From Counter,0,foot,Normal,0,0,0,0,0,0,1,20.808652046684813,35.21759296819272,0.6478,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,16.278820596099706,10.619655276155132,0.5926,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,23.323807579381203,30.96375653207352,0.263,0
From Throw In,0,foot,Normal,0,1,0,0,0,0,1,21.2602916254693,48.81407483429035,1.130223,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,0,32.89376840679705,19.53665493812839,1.7113169999999998,0
From Keeper,0,foot,Normal,0,0,0,0,0,0,1,27.018512172212592,38.99099404250548,0.220119,0
From Keeper,0,foot,Normal,0,0,0,1,0,0,1,17.204650534085253,35.53767779197438,0.8251870000000001,0
Regular Play,0,foot,Normal,0,0,0,1,0,0,1,6.324555320336759,71.56505117707798,0.3967,0
From Corner,0,foot,Normal,0,0,0,0,0,0,0,23.853720883753127,33.02386755579665,1.518232,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,0,33.301651610693426,48.65222278030634,1.32396,0
From Free Kick,0,head,Normal,0,0,0,0,0,0,1,11.704699910719626,19.98310652189998,2.193655,0
From Free Kick,0,foot,Half Volley,0,0,0,0,0,0,0,40.0,0.0,2.2744,0
From Throw In,0,head,Normal,0,0,0,0,0,0,1,9.899494936611664,45.0,2.079223,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,25.553864678361283,30.579226872489013,1.341943,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,22.82542442102665,28.810793742973065,1.391408,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.798989873223327,45.0,0.634033,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,19.104973174542803,42.87890360333855,0.97177,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,8.94427190999916,26.56505117707799,1.141156,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,35.4682957019364,40.426078740099136,1.44957,0
From Throw In,0,foot,Normal,0,0,0,0,0,0,1,21.2602916254693,41.18592516570965,0.8939,0
From Corner,0,head,Normal,0,0,0,0,0,0,1,9.848857801796104,23.962488974578186,1.534692,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,34.40930106817051,35.53767779197438,1.585552,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,30.265491900843116,7.594643368591446,1.492004,0
Regular Play,0,foot,Volley,0,0,0,0,0,0,0,43.04648650006177,30.7354877019201,3.222945,0
Regular Play,0,foot,Normal,0,0,0,0,0,0,1,24.515301344262525,11.768288932020646,1.356213,0
From Free Kick,0,foot,Normal,0,0,0,0,0,0,1,27.202941017470888,36.02737338510361,1.409252,0
